link,title,content,annotation
https://businessmirror.com.ph/2024/10/17/doh-marks-breast-cancer-awareness-month-with-nationwide-campaign/,DOH marks breast cancer awareness month with nationwide campaign,"Breast cancer incidence in the Philippines, according to the World Health Organization (WHO), is reported to be at 33,079 in 2022, among the highest in Asia.The Department of Health (DOH) said that their advocacy for breast cancer awareness goes beyond information campaigns as it also includes expanding access to critical screening services. Health Secretary Teodoro Herbosa said that the DOH has rolled out free breast cancer screening through accredited providers. Under the PhilHealth (Philippine Health Insurance Corporation) Konsulta Package, clinical breast examinations are offered, while Cancer Assistance Fund Access Sites provide mammography and breast ultrasound services, ensuring early detection and timely intervention for those Filipinos at risk. The DOH, led by Herbosa, recently joined the Philippine College of Surgeons (PCS) and Inner Wheel Club of the Philippines (IWCP) in launching a nationwide cancer awareness activity, focused on raising awareness about breast cancer.Herbosa led the day’s culmination of activities on October 11, 2024, through a nationwide lighting of 137 iconic landmarks, all illuminated in pink (the international color for breast cancer awareness) to symbolize unity in the fight against cancer.Among these landmarks were the Quezon Memorial Shrine, Manila Hotel, Cagsawa Ruins in Albay, Fernan Bridge in Cebu, and the Grand Mosque in Cotabato City. Numerous hospitals, capitol buildings, and other prominent structures also participated, amplifying the message of hope and collective action in the fight against cancer.During the event, Herbosa highlighted his unwavering commitment to improve cancer care in the country as part of the Health Sector’s 8-Point Action Agenda. He also mentioned that among the recent milestones of the DOH in this battle is the inauguration of the East Avenue Medical Center (EAMC) Cancer Center, a state-of-the-art facility offering advanced services such as radiation oncology, nuclear medicine, chemotherapy, and a dedicated breast center.This facility, which opened on October 8, 2024, is set to become the country’s apex referral center for breast cancer by 2028. “I am deeply moved by the overwhelming support from various sectors in our fight against cancer, particularly breast cancer. This collective effort, represented by all of you, is a true testament to our shared commitment to ensuring that every Filipino, regardless of their background or circumstance, has access to the quality healthcare they deserve,” said Herbosa.Claudeth Mocon-Ciriaco is a grant recipient and fellow of 2017 media fellowship program by Probe Media Foundation Inc. She is a graduate of Bachelor of Mass Communication from the Pamantasan ng Lungsod ng Maynila (PLM). After graduating in 2000 she immediately worked as a newspaper correspondent for Today Newspaper until 2005. Within those five years in Today Newspaper, she was assigned to cover the Eastern Police and Metropolitan Manila Development Authority (MMDA), the Catholic Bishops Conference of the Philippines (CBCP), Rizal Province, and the Departments of Labor and Employment (DOLE) and Tourism (DOT). In October of 2005, she became a correspondent for the Philippine Business Daily Mirror Publishing, Inc. She covers Health, Education, MMDA, the local government units in the eastern and southern portions of the metropolis, and Rizal Province.",1
https://businessmirror.com.ph/2024/10/17/the-hidden-danger-on-our-plates-why-food-warning-labels-matter-now-more-than-ever/,The hidden danger on our plates: Why food warning labels matter now more than ever,"There is a silent killer lurking in our country today, and it’s found in the very choices we make at the dining table—choices that too often, we’re not even aware of. This is far from a judgment of our eating habits; this is but an invitation to ask yourself this: do you really know what’s in the food you’re buying for your family? We are a nation of food lovers, with rich culinary traditions that bind us together. In a country where the culture of food is at the heart of every gathering, it is painful to admit that many of these choices are contributing to a growing health crisis: obesity and noncommunicable diseases that may develop from childhood until later in adult life. As recently as last year, heart diseases were still found to be the leading cause of death in the Philippines. The same children we expect to thrive and carry the future of this country are now at risk of life-threatening diseases because of the food they consume. At the heart of this crisis is our broken food system. Many of us like to believe that the choices we make are our own. However, the reality is that our decisions about what to eat are often the result of forces beyond our control. It’s a story I’ve seen time and time again in my practice. Filipino families, so focused on work and studies, wonder why they get sick or can’t lose weight. “Healthy” naman daw ang kinakain namin, they say, but the truth is, it’s not just about individual choices. The environment we live in, including the lack of clear, understandable labeling, play a pivotal role in our health outcomes. The reality is this: our own dining tables, lovingly stocked and prepared by the hands of hardworking Filipino parents, are packed with highly processed, unhealthy products. This is because the food industry is simply not looking out for our best interests. Snacks and drinks, the prepackaged and processed food that claim to be healthy are fooling Filipino consumers when they are loaded with sodium, saturated fats, and sugar. These ingredients are masked by clever marketing and vague labeling, making it nearly impossible for the average consumer to make informed decisions. This insidious marketing is by design, but a clear solution has been staring us in the face for years now. Mandatory front-of-pack food warning labels ensuring clear and prominent information will allow consumers to quickly see when a product contains unhealthy levels of sugar, fat, or sodium. It’s a simple, powerful tool to help us all make healthier choices. Today, this basic right to know is being denied in the name of profit, and the industry as a whole is going to lengths to make sure we don’t know what’s in their products. We cannot allow big business to continue profiting at the expense of our children’s health. Food labeling is not just about awareness—it’s about public health. Many countries around the world have already adopted such policies, and it’s time for the Philippines to do the same. This is a matter of public health, consumer rights, and public policy. The choices we make today will determine the health of future generations. We cannot afford to let our food—and by extension, our health—become another area where we lag behind the rest of the world.A mandatory front-of-pack food warning label policy will benefit all Filipinos—parents, children, workers, you, and me. It will empower us to make informed choices about what we put in our bodies and protect the most vulnerable among us from the long-term effects of unhealthy diets. Dapat alam namin kung ano ang mga nasa pagkain ng mga anak namin. Bilang mga magulang, protektahan natin ang mga pamilya natin. As we commemorate International World Food Day, this is the call I extend to us all: Let’s shift the focus from blaming individual choices to examining the broader factors that influence our food choices. Let’s examine the information available to us—starting at the dining table. If we are serious about protecting public health, then it is about time we give consumers the information they deserve and warn against the products that only damage us further. Public health should empower people, not place the burden on them. There will be a mass media campaign organized by the Healthy Philippines Alliance and HealthJustice Philippines to raise awareness on the importance of front-of-pack food warning labels aimed at empowering Filipino consumers to make the right choices for themselves and their families. This will be part of a larger call for stronger policies to combat the country’s growing health crises of obesity and noncommunicable diseases. Join our call for a food warning label policy and learn more via the Healthy Philippines Alliance Facebook page and website. Dr. Jaime Galvez Tan has served in various capacities, including as Secretary of Health and as a East Asia and Pacific UNICEF Regional Adviser on Health and Nutrition. He currently serves as Lead Convenor of the Healthy Philippines Alliance and Board Member of HealthJustice Philippines.",1
https://businessmirror.com.ph/2024/10/17/nutrition-professionals-fb-sector-partner-to-address-countrys-nutrition-issues/,"Nutrition professionals, F&B sector partner to address country’s nutrition issues","Good nutrition. Physical activity. These are the elements that medical experts believe are vital to living healthy and maintaining a healthy weight. But there are those who think that good nutrition is not just about weight but the many health benefits it brings to people.Some of these benefits include reduced risks to many diseases, many of them non-communicable diseases (NCD) kind like diabetes, stroke, heart disease, some cancers. There is also the benefit of stable blood pressure, protection against certain ailments, improved well-being, heightened energy levels, and the like.With the fast-paced lifestyle many are living nowadays however, people often neglect or overlook the value of nutrition by opting to consume high-calorie food types that are not only highly processed but sorely lacking in nutritional quality. This compared to home-cooked meals prepared traditionally and precisely to make sure that the body gets all the nutrients, vitamins and minerals it needs to stay healthy.Coupled with having a sedentary lifestyle, becoming overweight or obese is a situation that’s bound to happen. There are contributing factors to it such as malnutrition or undernutrition, poor diets, and even failing food systems. Just because one is eating does not necessarily mean one is healthy.BASED on data provided by the Food and Nutrition Research Institute (FNRI), one of the research and development institutes of the Department of Science and Technology (DOST), “stunting, or the failure of people to reach their full growth potential, has dropped since 2015 among all children, from newborns to adolescents, with the largest gains, from 31.2 percent in 2015 to 19.7 percent in 2021, among children five to 10 years old.”When it comes to the percentage of pregnant women nutritionally at risk, “this has dropped significantly, from 24.7 percent in 2015 to 16 percent in 2021. On the other hand, the prevalence of overweight and obesity has risen in recent years, especially among older adults.”There is also the new Philippine Plan of Action for Nutrition (PPAN) 2023-2028, which has laid out plans to improve nutrition in the country to 2028, which “demonstrates the country’s commitment to making nutrition a key driver and indicator of development.”The plan seeks to “reduce all forms of malnutrition across all life stages, includes interventions that focus on healthier diets, better practices and improved access to quality services. Changes from the previous action plan include the adoption of a life stage approach, strong emphasis on food security and obesity, a results framework based on a theory of change, and recognition of the importance of improving nutrition behaviors.”IT will take time to address nutrition and health challenges in order to realize marked improvement but there is light at the end of the dark tunnel, as they say.In a recent development, key leaders from the nutrition community and the food and beverage industry, have joined hands and expressed their “solid commitment to establish transformative partnerships and taking a pivotal step toward improving nutrition outcomes in the Philippines.”According to Cristina Sison, President of the Philippine Stakeholders for Nutrition and Dietetics, Inc. (PSND), Public-Private Partnerships (PPPs) with the food and beverage sector are “crucial in addressing the nation’s growing nutrition and health challenges.” She highlighted the industry’s vital role in food fortification programs, affordable nutrition and emergency food provision for Filipinos.She said that with the food and beverage industry partnering with the nutrition community, it can transform the country’s nutrition landscape. “PPPs offer a unique opportunity to amplify existing nutrition efforts by replicating successful models tailored for the Philippines.”Further, Sison emphasized that these partnerships could enhance food fortification, reduce health inequities, combat hunger, and improve food security for all. In a PSND white paper titled “Public-Private Partnership with Food and Beverage Industry for Healthier Filipinos,” it advocated for the establishment of more substantive and transformational partnerships. “The food and beverage industry can leverage the expertise of professional organizations in nutrition and health, while the latter can offer their strength and knowledge on promoting healthy diets and engage with broader audiences.”FOR his part, Dr. Mario Capanzana, Executive Director of the Philippine Chamber of Food Manufacturers, Inc. (PCFMI), also stressed the food and beverage industry’s shared vision with the PSND to drive meaningful progress toward improved nutrition outcomes for Filipino communities.Dr. Capanzana outlined key initiatives, including legislative and regulatory support, consumer education programs, innovation and product renovation, and ensuring a safe and sustainable food supply.“We at the PCFMI are committed to collaboration and welcome discussions on product reformulation to enhance nutrition interventions through food fortification. We are also eager to explore new technologies that can improve the nutritional content of our products,” Dr. Capanzana pointed out.He likewise underscored the immense potential for collaboration within the industry, saying that “leveraging industry expertise can significantly advance nutrition research, as well as utilizing distribution networks for a wider reach of nutrition programs.”This early, snacks maker Mondelēz International, is aligned with the white paper’s goal of creating a holistic and collaborative approach to nutrition in the Philippines. As part of its advocacy, the company fortifies its products such as Tang, Eden Cheese, and Tiger biscuits, among others, to offer affordable nutrition. The company also promotes Mindful Snacking, which means eating with attention and intention, in order to help consumers avoid overindulging. These efforts reflect Mondelēz’s purpose to empower people to “snack right.”",1
https://businessmirror.com.ph/2024/10/14/optometrists-group-lauds-senates-push-for-primary-eye-care-and-rx-eyeglasses-in-list-of-philhealths-coverage/,Optometrists’ group lauds Senate’s push for primary eye care and Rx eyeglasses in list of PhilHealth’s coverage,"MANILAPhilippinesMore Filipinos will now be able to avail of the Philippine Health Insurance Corp. (PhilHealth) coverage of optometric services and assistive devices like prescription eyeglasses or spectacles.The Philhealth committed to the joint Senate Health and Demography and Finance Committees chaired by Senator Christopher Lawrence “Bong” T. Go that it will include optometric services in its list of coverage by end of November this year.The World Report on Vision in 2019 revealed that half of the world population will be myopic or near-sighted by the year 2050.A 2018 Philippine Eye Disease Study highlighted that vision impairment and blindness have a prevalence rate of 1.98 percent, which represents 1.11 million Filipinos with cataract, about 400,000 with uncorrected error of refraction, almost 300,000 with glaucoma, and around 200,000 with maculopathy/diabetic retinopathy (DR).“Preventive eye care and the inclusion of optometric services and prescription eyeglasses coverage by Philhealth is important to enable early detection of eye and vision problems in children,” Dr. Charlie L. Ho, Integrated Philippine Association of Optometrists (IPAO) Chairman, said during the joint committee meeting.He added, “Many eye issues and even blindness are preventable with early intervention, but many Filipinos lack access to primary eye care from optometrists.”Senator Go also encouraged PhilHealth to support vision care services, especially for children to improve learning and academic performance and prevent complications of high myopia like early cataract, retinal detachment and myopia macular degeneration (MMD), a blinding disease.Atty. Eli Dino D. Santos, Philhealth Executive Vice President and Chief Operating Officer reiterated their commitment to cover optometric services by November 30, 2024 as it is consistent with the purpose of The Universal Health Care Law.“We would like to commend and thank Senator Go for championing the cause of the optometrists and the Philhealth leadership led by President and CEO Emmanuel “Mandy” R. Ledesma, Jr. and Atty. Eli Dino Santos for their swift action to address and include the eye care needs of Filipino people,” said Dr. Ho adding that IPAO expressed gratitude to Agri Partylist Rep. Wilbert T. Lee for his tireless effort to include Philhealth coverage of optometric services, which will benefit millions of Filipinos especially the poor.The hearing was also attended by Dr. John Nakpil, IPAO President, Dr. Mildred Pre, Chairman of Philippine Society of Public Health and Occupational Optometry (PSPHOO), Hon. Christine Rodriguez and Hon. Fides Masanga of the Board of Optometry.",1
https://businessmirror.com.ph/2024/10/11/hepatitis-a-remains-a-hidden-danger-in-local-shellfish-industry-scientists/,Hepatitis A remains a ‘hidden danger’ in local shellfish industry — scientists,"Scientists are raising the alarm about Hepatitis A virus (HAV) in Philippine shellfish, warning that it is largely unmonitored and urging better safety measures to prevent viral contamination.A study by experts from Ateneo de Manila University, the University of the Philippines, and Monash University Malaysia found that most Filipinos are unaware of HAV risks, despite the virus being able to survive in shellfish for up to 10 weeks. Contaminated water, especially near industrial and residential areas, is a major source of infection, with raw or improperly cooked shellfish posing a significant health risk.HAV, which can be transmitted through the consumption of contaminated food and water, especially raw or undercooked shellfish, can survive from eight to 10 weeks in shellfish, increasing the risk of transmission. Shellfish, especially those farmed in shallow coastal areas near industrial and residential zones, are highly susceptible to contamination.“Although the wider Philippine public is aware of the dangers from other food safety concerns such as “red tide,” there is little public awareness of the dangers from HAV and other viruses,” the research team stated in their press release.Currently, shellfish safety tests in the country focus on bacterial indicators, with no established protocols to detect HAV. This gap, researchers said, leaves room for undetected outbreaks and exposes consumers to potential infection.Based on the Food and Nutrition Research Institute’s data, the average daily per capita consumption of crustaceans and mollusks is approximately 9 grams, with mussels contributing about 1 gram per day. However, other specific sub-groups for oysters were not mentioned in the national consumption survey.The team also noted the absence of studies on how traditional cooking methods impact the survivability of HAV. They called for comprehensive research into the “farm-to-fork” supply chain to better understand how the virus could spread through local communities.“On one end of the chain, farms are often located in shallow coastal areas near industrial and residential zones where there is a high potential for contamination. At the other end, much is also unknown about how traditional preparation and cooking practices such as steaming or boiling affect the survivability of HAV,” they added.The Bureau of Fisheries and Aquatic Resources and the Department of Health have been urged to include viral testing in their safety protocols. “Government program should also not be limited in the harvest and post-harvest aspect of the shellfish value chain, i.e. additional studies should be conducted to determine the effect of different food process, cooking practices, and storage conditions to the HAV concentration,” they said.The study, funded by the Philippine Council for Industry, Energy, and Emerging Technology Research and Development (PCIEERD), was published in the Philippine Journal of Science. ###",1
https://businessmirror.com.ph/2024/10/10/nobel-prize-in-chemistry-honors-3-scientists-who-used-ai-to-design-proteins-lifes-building-blocks/,Nobel Prize in chemistry honors 3 scientists who used AI to design proteins — life’s building blocks,"Three scientists who discovered powerful techniques to decode and even design novel proteins — the building blocks of life — were awarded the Nobel Prize in chemistry Wednesday. Their work used advanced technologies, including artificial intelligence, and holds the potential to transform how new drugs and other materials are made.The prize was awarded to David Baker, a biochemist at the University of Washington in Seattle, and to Demis Hassabis and John Jumper, computer scientists at Google DeepMind, a British-American artificial intelligence research laboratory based in London.Heiner Linke, chair of the Nobel Committee for Chemistry, said the award honored research that unraveled “a grand challenge in chemistry, and in particular in biochemistry, for decades.”“It’s that breakthrough that gets awarded today,” he said.Proteins are complex molecules with thousands of atoms that twist, turn, loop and spiral in a countless array of shapes that determine their biological function. For decades, scientists have dreamed of being able to efficiently design and build new proteins.Baker, 62, whose work has received funding from the National Institutes of Health since the 1990s, created a computer program called Rosetta that helped analyze information about existing proteins in comprehensive databases to build new proteins that don’t exist in nature.“It seems that you can almost construct any type of protein now with this technology,” said Johan Åqvist of the Nobel committee.Hassabis, 48, and Jumper, 39, created an artificial intelligence model that has predicted the structure of virtually all the 200 million proteins that researchers have ever identified.The duo “managed to crack the code. With skillful use of artificial intelligence, they made it possible to predict the complex structure of essentially any known protein in nature,” Linke said.The ability to custom design new proteins — and better understand existing proteins — could enable researchers to create new kinds of medicines and vaccines.It could also allow scientists to design new enzymes to break down plastics or other waste materials that would neutralize pollution, Baker told a news conference, or even come up with entirely new material for semi conductors.“I think there’s fantastic prospects for making better medicines — medicines that are smarter, that only work in the right time and place in the body,” Baker told The Associated Press.One example is a potential nasal spray that could slow or stop the rapid spread of specific viruses, such as COVID-19, he said. Another is a medicine to disrupt the cascade of symptoms known as cytokine storm.“That was always the holy grail. If you could figure out how protein sequences folded into their particular structures, then it might be possible to design protein sequences to fold into previously never seen structures that might be useful for us,” said Jon Lorsch, a director at the NIH.Baker told the AP he found out he won the Nobel during the early hours of the morning alongside his wife, who immediately started screaming.“So it was a little deafening, too,” he said.Hassabis said he was just having a “normal morning” at home when he eventually got the call.The Nobel committee didn’t initially have his number and first managed to get hold of his wife, but she hung up on them a few times, he told an online news briefing.“They kept persisting and then I think she realized it was a Swedish number and then they asked for my number,” he said.“It’s so incredible. It’s so unreal at this moment,” said Jumper, a researcher and director at Google DeepMind. “And it’s wonderful.”One of Britain’s leading tech figures, Hassabis co-founded the AI research lab DeepMind in 2010, which was acquired by Google in 2014. Among its past breakthroughs was developing an AI system that mastered the Chinese game Go and defeated the game’s human world champion.In the past researchers labored for months or years to decode the structure of a single complex protein.But the AI model created by the DeepMind researchers, called AlphaFold, “can determine the structure of a protein pretty accurately within a few seconds or minutes,” Hassabis told the AP in an interview, adding that this saves researchers “years of potentially painstaking experimental work.”The two research groups learned from each other’s work.Baker said Hassabis and Jumper’s artificial intelligence work gave his team a huge boost.“The breakthroughs made by Demis and John on protein structure prediction really highlighted to us the power that AI could have,” said Baker. “And that led us to apply these AI methods to protein design.”Science has sped up, said Jumper. “It is a key demonstration that AI will make science faster “It’s the second Nobel prize this year awarded to someone with links to artificial intelligence research at Google.Nobel physics prize winner Geoffrey Hinton, 76, often called the “godfather of AI,” also worked at the California-based tech company until quitting so he could speak more openly about the potential downsides of AI.“I’m hoping AI will lead to tremendous benefits,” Hinton told a news conference Tuesday. “I’m convinced that it will do that in health care.”“My worry is that it may also lead to bad things. And in particular, when we get things more intelligent than ourselves, no one really knows whether we’re going to be able to control them.”Wednesday’s chemistry prize winners represent a younger generation taking forward the work of the AI pioneers honored for physics, said Michael Kearns, a computer scientist at the University of Pennsylvania.They are making AI models “scalable and practical and applying it to very important scientific problems.”Baker gets half of the 11 million Swedish Kronor ($1 million) prize money, while Hassabis and Jumper share the other half.The Nobel announcements opened Monday with medical researchers Victor Ambros and Gary Ruvkun winning the medicine prize. Hinton and fellow AI pioneer John Hopfield, 91, won the physics prize.The awards continue with the literature prize Thursday, the Nobel Peace Prize Friday and the economics award on Oct. 14.The prize money comes from a bequest by the award’s creator, Swedish inventor Alfred Nobel. The laureates are invited to receive their awards at ceremonies on Dec. 10, the anniversary of Nobel’s death.",1
https://businessmirror.com.ph/2024/10/10/philhealth-unveils-expanded-benefits-to-support-filipinos/,PhilHealth unveils expanded benefits to support Filipinos,"PhilHealth continues to uphold its mission to provide every Filipino with access to quality healthcare services through the ongoing campaign, “Pinalawak at mga Bagong Benepisyo para sa Mamamayan, damang-dama ng bawat Pilipino.” This effort, aligned with President Ferdinand “Bongbong” R. Marcos, Jr.’s vision, represents a significant commitment to strengthening the country’s healthcare system.Through the program, PhilHealth aims to ensure that all Filipinos, regardless of social status, can access life-saving medical treatments without being financially overwhelmed. “Ito ang mensahe ng PhilHealth sa ating mga kababayan, huwag po kayong matakot sa gastos sa pagkakasakit, sagot kayo ng PhilHealth! [This is the message of PhilHealth to the Filipino people. Do not be afraid of the cost to be incurred when you are ill; PhilHealth will help you.]”, emphasized the state health insurer’s President and CEO Emmanuel R. Ledesma, Jr. during an event on October 7, 2024.Ledesma said the agency has focused on identifying and expanding coverage for the top 10 most burdensome diseases in the Philippines, such as pneumonia, severe dengue, stroke, chronic kidney disease, and various cancers. To date, 60 percent of these conditions are now covered by the expanded healthcare financial benefits.As a result, higher case rates for pneumonia, asthma, stroke, neonatal sepsis, and hemodialysis are already benefiting members. By 2025, PhilHealth will also roll out enhanced coverage for lung, liver, ovary and prostate cancer patients, particularly those undergoing chemotherapy.The increased financial support for catastrophic illnesses is a critical element of PhilHealth’s Universal Health Care (UHC) mandate. This move aims to protect families from falling into poverty due to medical expenses.PhilHealth also takes pride in being the first in the Asia-Pacific region to offer an outpatient therapeutic care package for Severe Acute Malnutrition. Launched on October 1, this benefit package is geared toward alleviating malnutrition among children, thereby reducing the financial strain on families facing this challenge.Further enhancing its patient-centered approach, PhilHealth announced the lifting of the Single Period of Confinement (SPC) rule, ensuring that members requiring extended care are not forced to shoulder additional expenses. The benefits for hemodialysis will again increase by 59 percent, providing nearly P1 million in coverage annually for affected members.In addition to these expanded benefits, PhilHealth is embracing digital technology to improve service delivery. Partnerships with the Department of Information and Communications Technology (DICT), Department of Health (DOH), and the Philippine Statistics Authority (PSA) aim to streamline services, ensuring that even Filipinos in remote areas can easily access PhilHealth’s services and benefits.“Konsulta,” PhilHealth’s primary care benefit package, will also be enhanced, offering free consultations, diagnostic tests, and essential medicines as will be prescribed by their Konsulta providers to promote the well-being of Filipinos before they even get sick.PhilHealth calls upon healthcare providers, local government units, and media partners to work together to ensure that every Filipino feels secure in seeking medical help.As PhilHealth expands its coverage to better serve the needs of our citizens, President Ledesma appeals to hospitals and healthcare providers to support PhilHealth’s efforts in reducing out-of-pocket expenses of patients.“Our goal is for every Filipino to genuinely experience and appreciate the benefits program. Together, the nation can build a healthier, more resilient Philippines,” Ledesma concluded.",1
https://businessmirror.com.ph/2024/10/10/bdo-drives-expansion-of-phls-top-hospital-for-better-healthcare/,BDO drives expansion of PHL’s top hospital for better healthcare,"BDO Unibank, Inc. (BDO) provided financial support to The Medical City (TMC), enabling it to extend its healthcare services to more Filipinos. This funding was essential in ensuring the hospital’s continued operations and navigate the financial challenges posed by the pandemic. The unprecedented surge of patients during the Covid-19 crisis strained healthcare facilities. This experience strengthened TMC’s commitment to broaden its services and address the diverse healthcare needs of the community.With financial backing from BDO, TMC was able to expand its network, now operating four hospitals across various provinces in addition to its flagship hospital in Pasig City. This growth includes 60 stand-alone clinics throughout Metro Manila, Luzon, and Visayas, along with a hospital in Guam.From serving 500,000 outpatients annually at its flagship hospital, TMC has significantly extended its reach. By the end of 2023, TMC has served about 2.3 million outpatients, reinforcing its mission to making healthcare accessible to Filipinos.Looking forward, TMC plans to harness Artificial Intelligence (AI) to promote personalized healthcare, optimize its operations, and shift its focus from disease management to prevention. These initiatives aim to cement TMC’s position as a leading healthcare provider in the country.“For over a decade, BDO has been a steadfast partner, understanding and supporting our needs. During the Covid-19 outbreak, BDO’s backing was vital in allowing TMC to continue serving those in need and supporting our dedicated staff. This partnership has enabled TMC to extend our brand of care to more patients and provide employment opportunities in the communities we serve,” said Dr. Eugene F. Ramos, TMC President and Group CEO.BDO recognizes the critical role of healthcare in building resilient communities. In line with its vision for a sustainable future, BDO is committed to providing essential financing to key sectors, including healthcare, to improve the quality of life and well-being of Filipinos.",1
https://businessmirror.com.ph/2024/10/10/advanced-surgical-approach-saves-patient-with-giant-brain-aneurysm-at-makatimed/,Advanced Surgical Approach Saves Patient with Giant Brain Aneurysm at MakatiMed,"Makati Medical Center’s team of expert neurosurgeons successfully treated a 60-year-old female with a giant left internal carotid artery (LICA) brain aneurysm using multimodality neurosurgical techniques.First diagnosed 13 years ago, the aneurysm had grown significantly, leading to the patient’s left eye to protrude and limit its ocular movement. Despite initial treatment attempts at another institution, the aneurysm remained unresolved.The patient sought the expertise of Dr. Michael N. Sabalzawho collaborated with a team of highly specialized neurosurgeons, including Dr. Guillermo Victorino T. Liabres, a cerebrovascular neurosurgeon, and Dr. Carlos Francis A. Santiago, an endovascular neurosurgeon.Dr. Santiago first conducted a cerebral angiography to thoroughly assess the aneurysm. Dr. Liabres then performed a double-barrel left superficial temporal artery to middle cerebral artery bypass to ensure adequate blood flow to the brain. Following this, Dr. Santiago executed coil trapping of the aneurysm and safely removed the affected segment of the LICA.This complex case highlights the advanced neurosurgical expertise at MakatiMed, as the team was able to utilize a combination of surgical and endovascular approaches to successfully treat a life-threatening condition.For inquiries, you may contact the Section of Neurosurgery, Department of Neurosciences through MakatiMed On-Call at +632.88888 999, email mmc@makatimed.net.ph, or visit www.makatimed.net.ph. Follow @IamMakatiMed on Facebook, Instagram, TikTok and X.",1
https://businessmirror.com.ph/2024/10/10/icanserve-foundation-hosts-breast-cancer-survivorship-and-supportive-care-workshop/,ICanServe Foundation hosts breast cancer survivorship and supportive care workshop,"Cancer impacts millions of people globally, affecting both adults and children. The journey of survivorship begins at diagnosis and extends throughout life, encompassing both those living with cancer and those in remission. Beyond the patient, cancer also impacts their loved ones, who are also considered survivors.The Philippines-based advocacy group of breast cancer survivors and volunteers, ICanServe Foundation (ICS), recently held a transformative workshop aimed to equip leaders of breast cancer patient groups and the City Health Office partners of ICanServe, with knowledge and skills to improve survivorship and supportive care across the country.Titled “Leading With Care: Building a Supportive Future for Breast CancerSurvivors,” the two-day event was held at SEDA Hotel, BGC, on October 4 and 5, 2024. This was the fourth time that ICS convened Patient Power Philippines, an informal coalition of breast cancer support groups, as it aims to bring together healthcare professionals, patient advocates, and the government to discuss crucial yet often overlooked topics such as survivorship and supportive care for breast cancer patients.Dr. Don Dizon, a medical oncologist specializing in women’s cancers, delivered a virtual presentation at the event and answered questions from the audience. He is the director of women’s cancers at the Lifespan Cancer Institute and director of medical oncology at Rhode Island Hospital in the United States. His research focuses on innovative treatments and the challenges of survivorship.“It’s important to know that the definition that is most relevant for people who have been diagnosed with cancer, survivorship begins at the point of the initial diagnosis. That is where I consider the journey with cancer to start,” said Dr. Dizon.“There may be periods where people on those treatments are cancer-free, but that also includes this dynamic state of survivorship. So the inclusion of people within the survivorship realm who have just been diagnosed, who have just received curative treatment, who have relapsed, who have continued on treatment for metastatic disease, all of that is really important because the needs persist and are not limited to solely those who have been cured of their cancers,” he added.Dr. Dizon discussed the four components of survivorship care which include detection and surveillance of recurrent cancers, new cancers, and late effects of cancer and its treatment; intervention for the long-term and late effects of cancer and its treatment; prevention of recurrent and new cancers and other late effects, and coordination between providers to ensure that all survivors’ health needs are met.He explained that late and long-term effects of cancer and its treatment can include accelerated bone loss or osteoporosis, persistent cancer-related fatigue, and brain fog or cognitive difficulties that prevent some from returning to their job.“There are these late effects that people will need help with far beyond that cancer diagnosis. What can we do to keep people healthy so that they not only survive this cancer, but also survive preventable illnesses like heart disease? And then it’s care coordination,” said Dr. Dizon.He emphasized that care coordination is critical because in the past, some people who have been diagnosed with cancers “tended to fall in the cracks.” They were not getting, for example, screening for secondary cancers. If someone had breast cancer, it was very unlikely she would be referred for a colonoscopy to prevent colon cancer. Some were also less likely to get the flu shot because no one took ownership of that care.“This tenet indicates that your oncologist needs to talk to a primary care doctor to ensure that services are delivered to people even after they’ve been diagnosed with cancer,” added Dr. Dizon.The survivorship term likewise embraces what is called a new normal.“Life after a cancer diagnosis is forever changed. It doesn’t mean it’s worse, but it is different. That process does not happen overnight. It actually takes time. The new normal is something that reveals itself to you over time. And I don’t think we prepare people enough for that, especially if one has a relapse or develops metastatic disease,” said Dr. Dizon.In this new reality, it is crucial to recognize the psychological trauma often experienced by those receiving curative treatment. The end of treatment can be a time of profound reflection and processing. Many people who complete curative therapy may still struggle to understand their diagnosis, the stage of their cancer, the treatment they received, and what the future holds.A session on mental health was also held featuring Alya Honasan, a writer, editor, and breast cancer survivor, together with Lia Delgado-Infante, a licensed psychologist from InTouch Community Services who offered guidance on effective self-care strategies, particularly for families navigating the emotional challenges of cancer.“Mental health is a crucial aspect of the breast cancer journey. Support and coping strategies can significantly improve quality of life,” said Delgado-Infante.Day 2 of the event discussed Hospice and Palliative Care, Exercise as Medicine, Global Breast Cancer Initiative, and “How to institutionalize multidisciplinary survivorship and supportive care in both the public and private sectors.”The event was organized by ICS in partnership with AstraZeneca, Bio-ONCO, Roche, Novartis, MSD, Healthway Cancer Care Hospital, NutriAsia and the Pharmaceutical and Healthcare Association of the Philippines (PHAP).",1
