link,title,author,date,content,annotation
https://www.infowars.com/posts/shock-video-watch-modernas-ceo-confess-to-creating-the-so-called-vaccine-for-covid-19-two-years-before-the-now-confirmed-lab-made-virus-was-released-on-the-world,SHOCK VIDEO: Watch Moderna’s CEO Confess To Creating The So-Called “Vaccine” For COVID-19 Two Years Before The Now Confirmed Lab-Made Virus Was Released On The World,By Infowars.com,1 month ago,Alex Jones breaks down Moderna CEO Stéphane Bancel admitting to the development of the mRNA “vaccine” for COVID-19 two years before the synthetic man-made virus was released! Tune in NOW!,0
https://www.infowars.com/posts/us-young-adult-mortality-skyrockets-experts-dont-know-why,US Young-adult Mortality Skyrockets: Experts Don’t Know Why,By Raw Egg Nationalist,1 month ago,"Mortality among young adults, aged 25-44, has skyrocketed in recent years, according to a new study which shows significant increases in deaths by drug overdose, alcohol-related conditions and a host of other more mysterious causes.
Deaths of young adults in 2023 were 70% higher than they would have been in if trends from before 2011 had continued.
“One surprising thing about the increases in these causes of death are that these are causes of death that primarily kill people at much older ages,” said Elizabeth Wrigley-Field, associate professor of sociology and study author.
The study looked at over three million deaths among Americans aged 25-44 during the period 1999-2023.
The researchers identified two separate trends in mortality: an increase between 1999 and 2011, and a sharp increase from 2011 to 2019, which grew even sharper from 2020 to 2023.
Unnatural causes such as drug overdoses were the leading cause of deaths during the study period, accounting for a third of all deaths. Drug overdoses have been the significant biggest cause since 2014, with a significant increase since 2020, for reasons the study authors do not explain.
The contribution of cardio-metabolic conditions, including conditions related to heart and hormone function, as well as nutrition, was also substantial.
Compared to trends before 2011, deaths from most causes were significantly higher in 2023 than would be expected. Excess mortality was 35% greater in 2019, then tripled during the pandemic, before falling. Nevertheless, excess mortality in 2023 is still 70% higher than would be expected if pre-2011 trends had continued.
“The fact that we saw a real growth in mortality at these relatively young ages is very worrying because it suggests that many more deaths may come in the future as these cohorts age into midlife and beyond, if these trends aren’t reversed before then,” Professor Wrigley-Field added.
The pandemic is suggested as one reason for the spike in excess mortality, but longer term causes, such as the dislocations caused by the economic crash of 2008, are also suggested.
So-called “deaths from despair”—deaths resulting, directly or indirectly, from feelings of hopelessness and despair, brought on by hardship, isolation and lack of opportunities—are identified as a possible key factor in explaining the alarming rise in mortality among young adults.
“As a group, [young adults] have experienced expensive housing markets and a work context in which work hours have grown in many occupations, both of which can make it more difficult to lead healthy lifestyles,” Wrigley-Field said.
Because young people increasingly find themselves forced to work long hours to afford housing, they have less time, money or resources to look after themselves. As a result, they fall victim to physical and mental conditions that worsen their health and make it more likely they’ll die an early death.
Although the researchers note that the study does not explain the increase in excess mortality—they plan to look at explanation in detail next—the presence of so many different causes suggests the need to look at “big, systemic factors” in order to understand what’s happening.",0
https://www.infowars.com/posts/face-scanning-app-developed-to-identify-unconscious-patients-decades-after-human-microchips-failed-to-gain-traction,Face Scanning App Developed to Identify Unconscious Patients Decades After Human Microchips Failed to Gain Traction,By Sean Miller,1 month ago,"The Dubai Corporation for Ambulance Services has announced a smartphone app that utilizes facial recognition technology aimed at identifying unconscious patients in emergency scenarios. By the middle of 2025 it is expected to be operational in the United Arab Emirates’ ambulatory setting.
“With the app, a patient in an emergency situation such as in a state of unconsciousness can have their face scanned by paramedics for their personal identification information to be retrieved, thanks to the system’s integration with the UAE national identity database,” Biometric Update said Friday.
Dubai is undergoing a so-called ‘digital transformation‘ where facial recognition is taking center stage in the areas of public transit and palm print scanning is being implemented in the areas of payments and commerce.
Being face scanned while unconscious may be the least of someone’s worries, as in the U.S. unconscious patients are being enrolled into medical experiments and administered lethal Covid vaccines.
While face scanning may be seen as invasive by some, American company VeriChip Corporation took things a step further, much further, when they developed an Orwellian implantable human microchip called the VeriChip in the early 2000s with the express purpose of identifying patients in the medical setting as well as identifying children.
“The VeriChip is injected under the skin of the upper arm or hip in an outpatient procedure. A special scanner reads the RF signal emitted by the microchip to obtain the device’s ID number, which then is entered into a database to access personal data about the individual,” Wired Magazine said in 2003. “Other potential uses of the chip, according to company officials, include scanning unconscious patients to obtain their medical records or restricting access to high-security buildings by scanning workers to verify their clearance.”
The VeriChip was targeted for implantation into children and the elderly.",0
https://www.infowars.com/posts/breaking-claims-that-childhood-vaccines-saved-millions-of-lives-based-on-flawed-models,Breaking: Claims That Childhood Vaccines ‘Saved Millions of Lives’ Based on Flawed Models,"By Brenda Baletti, Ph.D. | The Defender",1 month ago,"Claims by public health agencies and in top medical journals that childhood vaccination prevents millions of deaths annually are based on flawed epidemiological models, according to a paper published today by Correlation, a Canadian nonprofit research organization.
The author, all-cause mortality expert Denis Rancourt, Ph.D., argues these claims are based on “tentative and untethered models of epidemiological forecasting” that produce “unlikely results.”
The models depend entirely on invalid estimates of vaccine efficacy and disease prevalence and virulence, none of which are based on real-world data concerning actual deaths, according to Rancourt.
They also fail to account for other complex factors contributing to child mortality — particularly in low-income countries, where most of these millions of infant lives are purportedly saved. These factors include nutritional deficiency, toxic exposures and poverty.
Rancourt also found that, contrary to public health claims, there are no examples in all-cause mortality data of a drop in infant or child mortality temporally associated with the rollout of a childhood vaccination program.
On the contrary, he wrote, independent observational studies have tied vaccine rollouts to increased infant or child mortality and morbidity.
In the paper, Rancourt develops an alternative model using yearly all-cause infant mortality. He estimates that childhood vaccination campaigns since 1974 may have been associated with approximately 100 million vaccine-related deaths.
However, he emphasizes that any true estimate of mortality would also have to account for other factors, such as the shifting political and economic dynamics that drive poverty and its associated health problems.
Children’s Health Defense Senior Research Scientist Karl Jablonowski said, ”Rancourt points out serious flaws in mainstream debates over childhood vaccination that are premised on errors in generalization and lead to childlike black-and-white thinking when it comes to vaccine safety.”
Jablonowski said the paper clearly demonstrates that claims vaccines have saved millions of lives globally, “hang on a few impossible assumptions.” Those include:
Rancourt said he began writing the paper to demonstrate the “ludicrous theoretical modelling exercises” behind the spectacular claims of reduced infant mortality from mass vaccination programs.
“But what I discovered is that the longstanding industry of administering vaccination programmes to save infants in low-income countries from death is scientifically baseless and a fraudulent enterprise that removes resources and attention away from urgently needed development to correct ongoing mass neocolonial exploitation,” he said.
‘Garbage in, garbage out’
Many top researchers have raised public concerns about epidemic modeling, particularly in research that serves the pharmaceutical industry.
Dr. John Ioannidis has pointed out that “epidemic forecasting has a dubious track record,” which became particularly evident during the COVID-19 period. Models can easily be compromised or skewed if they use poor data, incorrect assumptions, lack epidemiological information or fail to consider all dimensions of a given problem.
This, combined with the fact — highlighted by former editors of both The Lancet and The BMJ — that medical journals have become “an extension of the marketing arm of pharmaceutical companies” has led to the proliferation of forecasting models that don’t meet even the most basic standards for modeling, Rancourt said.
In recent years, epidemiologic modelers have published many papers claiming to estimate mortality averted through childhood vaccination.
Rancourt argued these models share two fatal flaws: They are based on unreliable assumptions of vaccine efficacy and they “guesstimate” deaths avoided using disease models not anchored in real-world data.
The safety and efficacy numbers for these models always come from clinical trials, which he says are “systemically unreliable” in assessing efficacy and fail to evaluate safety.
The trials are, “overwhelmingly controlled by an industry making large profits from the vaccines, and this industry has amply, historically, consistently and repeatedly demonstrated its willingness to act fraudulently at the expense of endangering the public,” Rancourt wrote.
Also, the trials themselves introduce several biases. For example, trials are conducted with healthy children, but vaccines are administered to children with multiple vulnerabilities, particularly in low-income countries.
The trials also don’t test the vaccines against true placebos, don’t monitor children long-term for safety issues, and don’t test against disease prevention or safety in the real world.
Second, they rely on “guesstimates” of deaths averted — estimating how many children didn’t die because they got the vaccine — based on isolated models for disease contagion that aren’t validated by real-world research.
Most importantly, they fail to account for the fact that childhood mortality rates are affected by a wide range of factors — including underlying health conditions, poor nutrition and access to care — beyond simply whether a child is vaccinated or not.
“I argue that the proverbial computing term ‘garbage in, garbage out’ pre-eminently applies in these circumstances,” Rancourt said.
Breaking down claims that vaccination has saved 154 million lives since 1974
To illustrate his points, Rancourt analyzed a recent study funded by the World Health Organization (WHO) and published in The Lancet by Andrew J. Shattock, Ph.D., and colleagues.
The study concluded that “Since 1974, vaccination has averted 154 million deaths, including 146 million among children younger than 5 years of whom 101 million were infants younger than 1 year.”
Rancourt calculated this would be the equivalent of 5.7% of global deaths annually, or a 20% reduction in global infant mortality.
Rancourt said it would be a “fantastic” medical achievement. “Some might reasonably call it unbelievable.”
In addition to the WHO funding, the Vaccine Impact Modelling Consortium — funded by the Bill & Melinda Gates Foundation and the Gates-backed Gavi, the Vaccine Alliance — provided the models. Members of the research team also receive funding from the Centers for Disease Control and Prevention, the Wellcome Trust and other organizations with financial and political interests in promoting mass vaccination.
For The Lancet study, Shattock estimated deaths avoided by vaccination using only theoretical models for how disease spreads — with no attention to context. And then used efficacy rates from vaccine clinical trials to estimate how many children who would have gotten sick and died don’t because vaccines are present.
The study repeats that model for each of the nine vaccines it considered to arrive at the number of lives saved.
The study also estimated the numbers based on the assumption that, otherwise, infant mortality would have remained constant between 1974 and 2024. However, in reality, infant mortality had been dropping before that, which the model should have accounted for.
The study “collapses on examination of its premises,” Rancourt wrote.
The problem of poverty
Perhaps the most glaring issue, Rancourt said, is that models touting high numbers of lives saved by vaccines fail to account for the reality that child mortality is influenced by many complex factors, particularly in low-income countries.
For example, the WHO states that the measles vaccine has the greatest impact on infant mortality, accounting for most lives saved from all vaccines. However, deaths from measles are typically related to malnutrition. Mortality and morbidity rates from infectious diseases like measles decline with improved living standards.
Malnutrition also makes children more vulnerable to environmental toxins — including vaccines, Rancourt noted.
In other words, malnutrition, including of the mother, makes a child highly vulnerable to death from a wide range of infections that don’t occur or aren’t fatal in well-nourished children living in healthy environments.
Low-income countries not only lack funding for public health, Rancourt said, but vaccination campaigns divert resources away from other health priorities like clean water and basic health services.
Vaccination programs increase infant and child mortality
Contrary to repeated claims that vaccines save millions of lives, Rancourt’s analysis of the relationship between vaccine rollouts and infant mortality rates suggests the opposite — that these programs have contributed to increased infant and child mortality.
Rancourt correlated changes in the global infant mortality rate with major vaccine rollouts between 1980-1999 and 1999-2015. During those periods, global infant mortality rates were declining, but the rate of decline slowed after the vaccine rollouts.
The deceleration became more marked in about 1992, when the hepatitis B and pneumococcal conjugate vaccines were introduced, even in low-income countries.
Had the decline in infant mortality continued at the same rate from the period before vaccine rollouts, there would have been 100 million fewer infant deaths. Instead, the rate of decline in mortality slowed precisely when the rollouts happened.
All researchers modeling the benefits of vaccination missed or disregarded this evident temporal correlation, Rancourt said.
Rancourt’s findings corroborate observational studies, including those showing the introduction of the diphtheria-tetanus-pertussis vaccine in low-income countries led to a spike in infant mortality among vaccinated babies.
However, Rancourt cautioned that he was presenting the simplest possible model. A true estimate would have to adjust for the benefits of improving living conditions. It would also have to account for the impacts of “aggressive so-called globalization” in the 80s and 90s that facilitated the global expansion of industry, global vaccination campaigns and industrial agriculture, which all had varied and significant impacts on low- and middle-income countries.
Rancourt concluded the overwhelming cause of high infant mortality is extreme poverty associated with severe malnutrition and exposure to toxic living environments.",0
https://www.infowars.com/posts/rfk-jr-issues-an-emergency-warning-that-americas-disease-epidemic-will-sink-our-ship,RFK Jr. Issues An Emergency Warning That America’s Disease Epidemic Will Sink Our Ship,By Infowars.com,1 month ago,"Alex Jones reacts to Robert F. Kennedy Jr.’s assertion that addressing just one or two aspects of America’s chronic disease epidemic is like rearranging the deck chairs of the Titanic, so the problem must be confronted with a whole-of-government approach as well as cultural changes that promote healthy lifestyles. Tune in!
RFK Jr. Issues An Emergency Warning That America’s Disease Epidemic Will Sink Our Ship» WATCH/SHARE THE LIVE X STREAM HERE:https://t.co/TdxbXeBzbe pic.twitter.com/bAda2AOSDi",0
https://www.infowars.com/posts/democrat-senator-upset-rfk-jr-wants-to-investigate-link-between-ssris-and-mass-shooters,Democrat Senator Triggered RFK Jr. Wants To Investigate Link Between SSRIs and Mass Shooters,By Kelen McBreen,1 month ago,"Senator Tina Smith (D-Minn.) became upset that President Donald Trump’s Health and Human Services nominee Robert F. Kennedy Jr. once suggested antidepressant Big Pharma drugs may be connected to school shootings.
Citing 2023 and 2024 interviews featuring RFK during Wednesday’s Senate confirmation hearing, Smith read a quote where Kennedy once noted school children didn’t start shooting up schools until drugs such as Prozac were introduced to the masses.
She asked, “So, do you believe that antidepressants cause school shootings?”
Kennedy responded, “I don’t think anybody can answer that question, and I didn’t answer that question. I said it should be studied along with other potential culprits like social media…”
Senator Smith claimed, “The science shows that there is no link between school shootings and antidepressants, and in fact most school shooters were not even treated with antidepressants. And, of those that were, there was no evidence of association.”
“I don’t think you can say that Senator, because with HIPAA rules nobody knows,” RFK answered, referring to the fact that health privacy laws prevent the public from learning what medications school shooting suspects were prescribed.
The HHS nominee also pointed out SSRI drugs have suicidal and homicidal warnings on the labels.
Infowars founder and host Alex Jones brought the SSRI and mass murder connection into the national spotlight during a historic appearance on British journalist Piers Morgan’s CNN program in 2013.
Please consider supporting Infowars by visiting TheAlexJonesStore.com for t-shirts, nutraceuticals, posters and many more amazing products!",0
https://www.infowars.com/posts/dem-sen-elizabeth-warren-freaks-out-over-prospect-of-rfk-jr-suing-big-pharma-companies,Dem Sen. Elizabeth Warren Freaks Out Over Prospect Of RFK Jr. Suing Big Pharma Companies,By Kelen McBreen,1 month ago,"Senator Elizabeth Warren (D-Mass.) lost her cool while questioning Donald Trump Health and Human Services appointee Robert F. Kennedy, Jr. during his Wednesday confirmation hearing.
At one point, the senator questioned whether Kennedy will use his position to benefit himself financially “down the line.”
RFK gets Elizabeth Warren to go full KarenRFK: “I’ll comply with all the ethical guidelines”Warren: “That’s not the question”RFK: “Senator, you’re asking me to not sue vaccine, pharmaceutical companies”Warren: “NO IM NOT” pic.twitter.com/cXFb6Rj7G9
“I’ll comply with all the ethical guidelines,” RFK tried answering before Warren interrupted, “That’s not the question!”
Kennedy told Warren, “Senator, you’re asking me to not sue vaccine, pharmaceutical companies,” causing her to shout, “No, I am not! My question is stop enriching yourself! No one should be fooled here.”
The Democrat politician continued berating RFK, claiming he will prevent parents from vaccinating their children, that “kids might die” while “Robert Kennedy can keep cashing in.”
Warren also asked Kennedy to promise he won’t take a job at a major pharmaceutical company after leaving his position as head of HHS.
🚨 LMAO! RFK Jr was SHOCKED when Elizabeth Warren asked him if he would take money from big pharma""Who, me?!"" 🤣""I don't think any of them WANT to give me money."" pic.twitter.com/tlPm5CSJRh
Popular independent journalist Ian Carroll pointed out the hypocrisy that Warren and many of the other senators grilling RFK are heavily funded by Big Pharma and other factions of the health industry.
Carroll posted screenshots showing around $5 million in contributions from the health industry in 2020.
That is rich-Senator Warren just asked RFK to commit to not using the revolving door to go work for big pharma after HHS.Pathetic when you consider how many of the senators grilling him are bought and paid for by big pharma.Warren herself has received millions from big… pic.twitter.com/QoqaRyUnTo
Infowars is covering the wild Kennedy confirmation hearings now with Alex Jones providing live commentary.
Please consider supporting Infowars by visiting TheAlexJonesStore.com for t-shirts, nutraceuticals, posters and many more amazing products!",0
https://www.infowars.com/posts/jaw-dropping-study-finds-vaccinated-children-have-170-higher-risk-of-autism,‘Jaw-dropping’ Study Finds Vaccinated Children Have 170% Higher Risk of Autism,"By Michael Nevradakis, Ph.D. | The Defender",1 month ago,"Vaccinated children have a 170% higher chance of being diagnosed with autism compared to unvaccinated children, according to a new peer-reviewed study.
The study also found that vaccinated children had a 212% greater likelihood of developing a range of other neurodevelopmental disorders, including attention-deficit/hyperactivity disorder (ADHD), epilepsy/seizures, brain inflammation and tic and learning disorders.
According to the study, the childhood vaccination schedule is likely a significant contributor to the higher rate of autism and neurodevelopmental conditions in vaccinated children.
The study of 47,155 9-year-old children enrolled in the Florida Medicaid program since birth was published on Jan. 23 in Science, Public Health Policy and the Law.
Karl Jablonowski, Ph.D., senior research scientist for Children’s Health Defense, said the paper “is unignorable simply by the soundness of its methods.”
“The sheer hazards associated with severe childhood diseases is jaw-dropping,” Jablonowski said.
The paper’s authors — Anthony R. Mawson and Binu Jacob of the Mississippi-based Chalfont Research Institute — hypothesized that:
The study’s findings confirmed the authors’ hypotheses. Experts said the results of the study cast doubt on government claims that vaccines are not linked to autism.
“The vaccine propaganda campaigns operated by our regulatory agencies, pharmaceutical companies, and legacy media continue to claim that the link between vaccines and autism has been ‘debunked,’” said epidemiologist Nicolas Hulscher. He said the findings of this study “completely dismantle” this narrative.
Jablonowski noted that the study was based solely on government data. He said:
“The government has had this data for decades, professing safety while simultaneously refusing to study safety. The facade of U.S. government public health is crumbling, revealing a culprit in chronic disease in this country: willful ignorance.”
The authors of the study noted that government-sponsored studies have not compared health outcomes in vaccinated versus completely unvaccinated children. Mawson and Jacob told The Defender they hope the government will initiate such studies.
Childhood vaccination schedule likely factor in increased autism diagnoses
The study found that, across all metrics, vaccinated children had a higher rate of neurodevelopmental disorders compared to those who remained unvaccinated. According to the findings:
“While the connection between receipt of vaccines and autism has been of grave concern to many parents, this study makes it clear that even in the absence of an autism diagnosis, children’s brains are being damaged,” said biologist Christina Parks, Ph.D.
Autism prevalence has grown from 1 in 1,000 children in the 1990s to 1 in 36, according to the Centers for Disease Control and Prevention (CDC). The study’s authors noted this increase is commonly attributed to greater awareness of autism-related symptoms and higher exposure to toxic chemicals.
However, the authors said their results suggest the childhood vaccination schedule may also be a key factor behind the sharp increase in autism diagnoses.
“The geographically widespread increases in ASD [autism spectrum disorder] and ADHD suggests a role for an environmental factor to which virtually all children are exposed. One such factor is routine childhood vaccinations,” the study noted.
The authors cited figures showing that the number of vaccines included in the CDC’s latest U.S. childhood schedule increased nearly threefold compared to the 1983 vaccination schedule.
“Although vaccination is said to be safe and effective for the great majority of children, a legitimate question is whether the expanded schedule could be contributing in some way to rising rates of NDDs [neurodevelopmental disorders],” the study stated.
“Any planned additions to the childhood vaccination schedule should be delayed until research to determine the safety of its impact on children’s overall health is completed,” Mawson and Jacob said.
Results indicate childhood vaccination schedule ‘needs a complete overhaul’
According to the study, the impact of vaccination on children born preterm has not been sufficiently examined.
“The possibility of adverse effects of vaccination on preterm infants may have been obscured by the primary importance placed on vaccinations for preventing neonatal infections,” the study said.
A peer-reviewed study published earlier this month found that preterm infants who received their routine 2-month vaccinations had a 170% higher incidence of apnea compared to unvaccinated babies.
The study also noted that while studies have often attempted to connect rising autism rates to specific vaccines, there has been less research exploring a possible link between the cumulative childhood vaccination schedule and autism.
“A link between vaccination and ASD could be due to the cumulative impact of all preceding vaccinations rather than to a specific vaccine alone,” the study said. “ASD and other NDDs could be triggered by the last vaccination administered or by one or more of a series of vaccinations.”
“There is an urgent need for research to identify biological mechanisms and potential causal relationships between individual vaccines, combinations of vaccines, and other potential factors associated with neurodevelopmental disorders,” Mawson and Jacob said.
Hulscher said the study suggests that the current “CDC hyper-vaccination schedule needs a complete overhaul.” He added, “Not only is it likely contributing to the autism and chronic disease epidemics, but almost all of the vaccines were licensed without proper long-term, placebo-controlled trials.”
Parks said the study’s results reinforce the importance of parental choice.
“However, there were some findings that parents may find comforting,” Parks said. “While preterm infants are extremely vulnerable to encephalopathy and seizures, if parents chose not to vaccinate them, they were statistically no more likely to develop neurodevelopmental disorders than normal-term infants.”
According to a September 2024 CDC report, vaccination rates among children born in 2020 and 2021 were lower than those for children born in 2018 and 2019. Hulscher said that an increasing number of Americans are becoming aware of the risks of childhood vaccination.
“The American public is becoming increasingly aware of the real risks of vaccines,” Hulscher said. He attributed the growing mistrust to “the COVID-19 mRNA injection debacle that killed, injured, or permanently disabled millions of people.”
Hulscher said the study’s results “warrant further study by the new U.S. administration.”",0
https://www.infowars.com/posts/would-you-eat-bread-made-with-worms-brussels-thinks-so,Would You Eat Bread Made With Worms? Brussels Thinks So,By Liz Heflin | Remix,1 month ago,"According to Regulation (EU) 2025/89, EU citizens will now be able to enjoy bread made from worms. The inspiration for this new rule is that we humans need an alternative to meat.
“A European will eat four oxen, four rams, 46 pigs, 46 turkeys, 12 geese, 37 ducks, and as many as 945 chickens in their entire life. Over 73 percent of families prepare meat dishes at least several times a week. Around 350 million tons of meat are consumed worldwide each year,” explained Poland’s Salon24, noting that the consumption of meat in Poland is even higher than in other member states.
Last year, the European Commission removed the emphasis on promoting laboratory meat within the framework of the Community’s climate policy due to objections from farmers. Agriculture, namely, livestock, has been targeted for generating over 10 percent of annual gas emissions, and the EU aims to reduce greenhouse gas emissions from agriculture by 90 percent by 2040.
So now, Brussels wants people to get their protein by eating insects The EU list of new foods for humans, reports Salon24, currently includes three types of insects: the mealworm (in the form of dried larvae), the migratory locust (frozen, dried and powdered) and the house cricket (frozen, dried and powdered).
The larvae of the shiny mealworm have also been allowed to be traded on the EU market in frozen, paste, dried, and powdered form.
The European Commission announcement implementing Regulation (EU) 2025/89 on Jan. 20 authorizes “the placing on the market of UV-treated powder of whole yellow mealworm larvae (Teebrio) as a novel food and amends Implementing Regulation (EU) 2017/2470.”
It explains that “on March 28, 2023, the Authority adopted its scientific opinion on the ‘Safety of UV-treated powder of whole yellow mealworm (Tenebrio molitor larvae) as a novel food pursuant to Regulation (EU) 2015/2283’’ in accordance with Article 11 of Regulation (EU) 2015/2283.”
The communication continues: “In its scientific opinion, the Authority concluded that the UV-treated powder of whole Tenebrio molitor larvae is safe under the proposed conditions and use levels. Therefore, this scientific opinion provides sufficient grounds to establish that the UV-treated powder of whole Tenebrio molitor larvae, for use in bread and rolls, cakes, pasta products, processed potato products, cheese and cheese products, and fruit and vegetable compotes, intended for the general population, meets the conditions for placing it on the market in accordance with Article 12(1) of Regulation (EU) 2015/2283.”
It concludes by stating that “this Regulation shall enter into force on the twentieth day following its publication in the Official Journal of the European Union. This Regulation shall be binding in its entirety and directly applicable in all Member States.”
The law means bread and rolls will contain 4 grams of mealworms per 100g of bread, and cakes – 3.5g of larvae per 100g of cake. And apparently, this is creating a whole new business of larvae breeders.
On a Polish government website, there is even a study published for over 5 million zlotys, provided by the EU, to develop “a strategy for the use of alternative protein sources in animal nutrition enabling the development of its production in the territory of the Republic of Poland.”
Luckily, it appears that the regulation mandates that all products containing UV-treated powder of whole Tenebrio molitor larvae (yellow mealworm) be listed as an ingredient. Also, there will have to be an additional “statement that this ingredient may cause allergic reactions to consumers with knownallergies to crustaceans, and products thereof, and to dust mites.”",0
https://www.infowars.com/posts/gigantic-rats-nest-taibbi-hints-fbi-communications-with-covid-scientists-will-be-exposed,‘Gigantic Rat’s Nest’: Taibbi Hints FBI Communications With COVID Scientists Will Be Exposed,By ZeroHedge,1 month ago,"Award-winning independent journalist Matt Taibbi revealed in an interview with conservative commentator Tucker Carlson that communications between FBI officials and scientists related to gain-of-function research and the origins of COVID-19 is expected to one day be made public.
Watch: (relevant portion begins at 34:06)
MATT TAIBBI: There are so many different areas where they are going to have to investigate and reinvestigate that. We just went through a period where there was mass stonewalling of Congress when it was trying to investigate what happened with COVID. There were key people like Peter Daszak from the EcoHealth Alliance, who just didn’t answer subpoenas, right? There are documents that we know exist that we’re going to get now with FBI communications between the bureau and a lot of these scientists dating back ten years. And it’s going to tell a crazy story, a really interesting story. There’s a reason why Fauci’s pardon is backdated to 2014, because that’s the time period they are going to have to start looking, which is, when did we start defying the ban on gain of function research. We clearly did. That’s pretty established at this point.
Why were we doing it? What connection did that have to the Wuhan thing? What kind of advanced notice did we get? What kind of lies were told about it? Who were responsible for those lies? What information did we get about the inefficacy of the vaccine and how did that connect to statement by the CDC and the White House? This also connects to the censorship issue in a major way because there was a massive effort to control the public conversation about this that went through the health agencies. We know they’re looking at that. And that’s another executive order, by the way, the free speech order. It directs the Department of Justice to come up with a comprehensive review of all the censorship stuff, so we’re going to find out about that. I just think COVID is a gigantic rat’s nest of stuff. Every direction they look there’s going to find something revelatory.
TUCKER CARLSON: The question is: will that information reach the public? There is these intermediaries like the media. Congressional brand investigators, executive brand investigators like DOJ, inspector generals, they are always constantly releasing reports and no one reads them because no one picks them up in the media. Do we have enough interested reporters to designate what they find?
MATT TAIBBI: I think we do because what we think of as the media is dead. They no longer really matter. The media that matters right now are people like you, Joe Rogan and other independent podcasters out there. There’s this gigantic, thriving independent media out there that turned the last election. It was abundantly clear that the old media no longer had any ability to control the narrative about anything. They’re totally discredited.
Please consider supporting Infowars by visiting TheAlexJonesStore.com for t-shirts, nutraceuticals, posters and many more amazing products!",0
https://www.infowars.com/posts/california-residents-face-toxic-runoff-as-rains-arrive,California Residents Face Toxic Runoff as Rains Arrive,By Raw Egg Nationalist,1 month ago,"Rains over southern California have the potential to cause dangerous toxic runoff in areas burned by the devastating wildfires.
Most of the region is forecast at least an inch of rain, but the National Weather Service has warned of localised cloudbursts that could cause mudslides.
Flood watches are now in effect for areas including Pacific Palisades, Altadena and Castaic Lake.
A portion of the Pacific Coast Highway was closed due to mudflows in Topanga Canyon.
“All these fresh burns are very susceptible to rapid runoff,” Joe Sirard, a local meteorologist, told AP News.
“What that means is we have a fairly high danger of mud and debris flows once we get above those thresholds.”
Officials have warned that the ash left by the fires is extremely toxic, made up of burnt-out cars, electronic devices, batteries, building materials and household items. It contains “pesticides, asbestos, plastics and lead.” Residents have been advised to wear protective equipment, including masks, while cleaning up.
As well as bringing danger, the rains could also bring relief and help firefighters bring the remaining wildfires under control.
The Palisades fire, the largest of the wildfires by far, which has killed at least 11 people, was at 90% containment on Sunday. The Eaton fire, which has killed 16, was at 98% containment. The Hughes Fire was at 95%.
The rain brings to an a near-record streak of dry weather for southern California. Much of the region has received less than 5% of the average rainfall for this point in the water year, which began on 1 October.",0
https://www.infowars.com/posts/englands-medical-officer-was-skeptical-about-vaccine-mandate-for-healthcare-workers-and-says-decision-was-100-political,England’s Medical Officer Was ‘Skeptical’ about Vaccine Mandate for Healthcare Workers and Says Decision Was ‘100% Political’,By Will Jones | Daily Sceptic,1 month ago,"Chief Medical Officer Chris Whitty has told the Covid Inquiry he was “sceptical” about making Covid vaccines mandatory for healthcare workers and the decision was “100% a political one”. The Telegraph has more.
The Chief Medical Officer for England told the Covid Inquiry the decision to implement the mandate was .
Care home workers were mandated to be vaccinated against COVID-19 from November 2021 and were among the first to be given the jabs during the original rollout.
However, this scheme, known as vaccination as a condition of deployment (VCOD), was controversial. Proposals to widen the scheme to include all healthcare workers were later abandoned and the need for care home staff to be jabbed was lifted in 2022.
Prof Whitty said such a decision was a balance between the risk of having a vulnerable person cared for by someone who may pass on an infection to them and respecting a person’s own autonomy.
“There’s a range of opinions on this and for what it’s worth – but I don’t think it’s worth very much – I’m rather more sceptical than some people that this is a good idea, but that’s a view as a citizen,” Prof Whitty told the inquiry. …
“Every drug and vaccine has side effects, and some of those may be rare, but still severe, and that has to be taken into account in the decisions that are taken about mandation,” he added.
“I was sometimes worried that people were just thinking, ‘people should just get vaccinated. What’s the problem?’
“And my view is that this is a medical procedure, and, more importantly, there will be side effects and they may well be rare around serious and that is an important part of the balance of risk.” …
Professor Dame Jenny Harries, CEO of the UK Health Security Agency (UKHSA) and a Deputy Chief Medical Officer in the early phases of the coronavirus pandemic, also had reservations about mandatory vaccination, it emerged.
In an email sent on Feb 15th 2021, Dame Jenny said she was “quite outspoken” on the mandatory vaccination policy.
“I am hugely supportive of getting care homes protected, but I have seen no evidence to suggest that this policy is going to result in more benefit than harm,” she wrote in the email, shown to the inquiry.
But the politicians brought it in anyway. Another thing we can thank the Tories for. And no, it’s not because the ‘experts’ were telling them they had to.
Notice Whitty still won’t acknowledge that the jab didn’t actually prevent transmission – he still appears to hold that there was some ‘benefit’ to others from it. The delusion and refusal to take on board unwelcome facts runs deep.",0
