link,title,author,date,content
https://www.infowars.com/posts/most-germans-have-had-enough-of-the-firewall-against-afd,Most Germans Have Had Enough of the ‘Firewall’ Against AfD,By Tamás Orbán | The European Conservative,10 days ago,"After a turbulent election season dominated by the establishment’s demonization of the national conservative AfD—now Germany’s most popular party—the plurality of Germans believe that ending the undemocratic cordon sanitaire against them is long overdue, regardless of who they vote for.
According to a recent Insta survey, published by Junge Freiheit on Wednesday, April 23rd, 46% of all German voters agree with the statement that “AfD should be treated as any other party”—without the others excluding them from decision-making and automatically rejecting any cooperation—while only 33% disagree.
The anti-firewall opinion is shared by almost half of center-right CDU voters (49%), the overwhelming majority of liberal FDP voters (63%), and even 47% of left-wing populist BSW voters.  By contrast, the majority of those who vote for the traditional Left—the socialist SPD, the Greens, and the far-left Linke—want AfD to continue to be excluded.
Nonetheless, a majority of all voters (51%), regardless of their voting intention, now believes that AfD will win the next general elections in 2029. Given the current trends, there’s good reason to think that’s possible: the party finished second  in the snap elections held earlier this year with 20.8% of the votes, but then  the lead in the polls with 26% in just two months.
Die AfD (26%) etabliert sich als stärkste Kraft vor CDU/CSU (25%): Auch in der jüngsten Sonntagsfrage bleiben wir an der Spitze! Herzlichen Dank für die große Unterstützung! pic.twitter.com/wX9Yo3juqC
AfD’s rising popularity is mainly due to incoming Chancellor Friedrich Merz and his CDU backtracking on numerous campaign promises in order to strike a coalition agreement with the socialist SPD, which is set to come back to governance despite delivering the worst election result in its history.
Taken together, the CDU-SPD coalition’s popularity now stands at a mere 40%, a new all-time low for a German government. Since the election in late February, they lost around 5 percentage points, and would no longer be able to govern if the race were held today.
No wonder there’s  growing internal pressure within the CDU to let go of the firewall against the AfD, which is becoming increasingly untenable within the democratic frameworks and only seems to strengthen the party’s popularity at the expense of the center-right.
The disillusionment of CDU voters is also reflected in this latest survey: 45% of them predict that their party will lose the next election. AfD’s victory is deemed more likely by the voters of every party, except the SPD and the Greens."
https://www.infowars.com/posts/trump-pleads-putin-to-stop-striking-ukraine-brutally-attacks-zelensky-for-refusing-peace,"Trump Pleads For Putin to Stop Striking Ukraine, Brutally Attacks Zelensky For Refusing Peace",By Sean Miller,11 days ago,"On Thursday President Donald Trump issued a plea and directive to Russian President Vladimir Putin to cease bombing Ukraine. Washington has been seeking a peace agreement between the warring nations but Ukrainian Dictator Vladimir Zelensky has refused negotiations, causing harsh criticism from Trump on Wednesday.
“I am not happy with the Russian strikes on KYIV. Not necessary, and very bad timing. Vladimir, STOP! 5000 soldiers a week are dying. Lets get the Peace Deal DONE!,” Trump said Thursday.
The President was referencing Thursday’s strike against Kiev resulting in the deaths of 12 people and 90 being injured after 70 missiles and 145 drones hit the Ukrainian capital city.
Trump requesting Putin to stop the bombardment may be a last ditch effort to end the war. It was recently reported that both him and Vice President JD Vance have said they’re ready to walk away from mediating the conflict if a resolution is not brought forward soon.
“It’s time for them to either say yes or for the U.S. to walk away from this process,” Vance told reporters in India on Wednesday. “We’ve engaged in an extraordinary amount of diplomacy, of on the ground work.”
Vance explained that Washington offered Moscow and Kiev a “very explicit proposal” regarding a war resolution agreement.
“It’s now time, I think, to take, if not the final step, one of the final steps, which is, at a broad level, the party saying we’re going to stop the killing, we’re going to freeze the territorial lines at some level close to where they are today,” Vance said Wednesday. “Now, of course, that means the Ukrainians and the Russians are both going to have to give up some of the territory they currently own.”
Trump said Friday that Washington will take a pass on the peace talks if Moscow and Kiev fail to come to an agreement.
The final peace agreement appears to be held up due to Ukraine’s Dictator refusing to give up anything, even land like Crimea which Kiev had lost before Zelensky even took office following a referendum vote. Trump criticized the Dictator for this on Wednesday.
While Trump attempts last ditch pleas for peace, Kremlin spokesman Dmitry Peskov explained how Western Europe had done nothing to heed Moscow’s warnings on expanding NATO to its doorstep.
”If you aim to guarantee Ukraine’s security by drawing it into NATO, you are violating Russia’s security,” Peskov said. ”Neither Macron nor other European leaders wanted to listen to Putin when he told them that Russia had been cornered … Today, we talk about peace with the Americans, yet the Europeans are demanding war.”"
https://www.infowars.com/posts/shock-video-department-of-defense-branch-chief-vows-to-resist-illegitimate-president-trump-calls-hegseth-insanely-young,"SHOCK VIDEO: Department of Defense Branch Chief Vows To Resist “Illegitimate” President Trump, Calls Hegseth “Insanely Young”",By Infowars.com,11 days ago,"Department of Defense Branch Chief Nicolas Turza called President Trump “illegitimate” and vowed to “resist him” while being filmed undercover in a now-viral exposé by journalist James O’Keefe.
Turza was also recorded calling his boss, Secretary of Defense Pete Hegseth, unfit to lead due to him being “insanely young.”
DRAINING THE DEEP STATE: DoD Branch Chief Calls President Trump “Illegitimate,” Vows to “Resist Him, Everything He Does,” Claims Pete Hegseth Is “Insanely Young” and Unfit to Lead: “Nobody I Know Should Be the Secretary of Defense”“The same guy who tried to overthrow an… pic.twitter.com/rSU9Od5l6j
The timing of this footage is in tandem with Hegseth raising alarm that there are people within the Pentagon who are trying to sabotage the Trump administration.
Moreover, the DoD is often directly responsible for Trump’s safety, warns O’Keefe.
“The reason this is concerning,” said O’Keefe. “The Department of Defense is often directly responsible for the president’s safety in the event of travel, events, campaign rallies and everything else.”
Infowars host Alex Jones warns: “We must protect Hegseth!”
We Must Protect Hegseth! https://t.co/FqGDsCIeOB"
https://www.infowars.com/posts/exclusive-learn-why-trump-is-furious-with-netanyahu-for-attempting-to-trigger-a-nuclear-wwiii-scenario-by-striking-iran,EXCLUSIVE: Learn Why Trump Is Furious With Netanyahu For Attempting To Trigger A Nuclear WWIII Scenario By Striking Iran,By InfoWars,11 days ago,"On the Wednesday show Alex Jones detailed why President Donald Trump is really mad at Israeli Prime Minister Benjamin Netanyahu. It is because the Jewish state’s leader is pushing for a nuclear war while the free country’s President seeks peace and denuclearization.
Don’t miss:"
https://www.infowars.com/posts/we-will-challenge-this-farce-of-an-election-germanys-national-election-had-severe-lack-of-oversight-dead-voters-and-loss-of-overseas-votes-according-to-new-comp,"‘We Will Challenge This Farce of an Election’ – Germany’s National Election Had Severe Lack of Oversight, Dead Voters, And Loss of Overseas Votes, According to New Complaint",By Staff | Remix,11 days ago,"Complaints regarding Germany’s election in February have been submitted to a monitoring committee, and Berliner Zeitung has seen the details. In addition to Sahra Wagenknecht, whose party barely missed reaching the 5 percent threshold needed to enter parliament, Marcel Luthe, a former member of the Berlin House of Representatives and current president of the Good Governance trade union, also filed an 80-page complaint, with more than 200 pages of supporting documents.
Luthe lists the shortcomings of the federal election and how they may have influenced its outcome, perhaps even intentionally.
Just 10,000 votes could have significantly changed the composition of the German parliament, since with the entry of BSW, for example, the CDU/CSU and SPD government coalition would no longer be possible.
One of Luthe’s primary issues revolves around the difficulties Germans living abroad have in voting. His union collected numerous complaints from Germans overseas whose voting documents did not arrive on time, meaning they could not participate in the federal election.
Calling the election a “farce” on X, Luthe said it was “deliberately and systematically sabotaged” in such a way that “especially Germans living abroad, who don’t usually vote for the governing parties, were unable to vote effectively.”
Morgen wird die Bundestagswahl 2025 zwei Monate zurückliegen. Zwei Monate, in denen der geänderte Wille des Souveräns nicht umgesetzt wurde, sondern dieselben Appartschiks weiter wursteln wie bisher.Wie angekündigt werden wir morgen – form- und fristgerecht – diese Farce… pic.twitter.com/gZIP7QrFPV
“Two months in which the changed will of the sovereign was not implemented, but the same apparatchiks continued to muddle along as before. As announced, tomorrow we will challenge this farce of an election – in due form and within the deadline… I am curious to see how those responsible intend to wriggle out of the 85 pages of justification for the challenge – plus attachments. The Federal Ministry of the Interior and the Federal Foreign Office play a central role in this,” he wrote.
Luthe also complains in his filing about the lack of accessibility at polling stations; the leak of “exit polls” by journalists on election day, which may have influenced the outcome; and the existence of the 5 percent hurdle itself.
The issue of voter ID also comes up. According to Luthe, the Federal Election Code mandates that voters must in most cases prove their identity using their official photo ID. However, going even further, he calls Germany’s voter notification itself a letter “without any forgery-proof feature,” which is insufficient in the effort to prevent unauthorized persons from voting.
In one glaring example provided in his complaint, the city of Stuttgart issued a letter to electoral boards requesting that voters with a voting notification be checked “only in cases of doubt, using ID.” In a leaflet for electoral boards, the city even stated that if a voting notification was available, this was “generally” sufficient.
Luthe says such policies allow for “significant abuse,” and given the 65,000 polling stations at stake, this could have led to tens of thousands of incorrectly cast votes and thus had a decisive influence on the election outcome.
Discrepancies are also said to have arisen due to voting notifications disappearing in the mail. There was reportedly at least one case of mass loss or theft of voting notifications in the 2021 election and also in the most recent federal election.
Further compounding concerns include eligible voters who had supposedly already voted were turned away from polling stations. Luthe cites a case in Bad Kreuznach in Rhineland-Palatinate, where a voter was initially turned away from his polling station on the grounds that his vote had already been cast. He was eventually allowed to vote, but this was not an isolated case and raised concerns of false votes having been submitted.
In the polling station for Bad Kreuznach, more ballot papers were found than voters registered. Luthe is therefore demanding that all records from all polling stations be made available to him for review, as such an error violates “the integrity of the election in a significant way.”
Another issue already raised back in 2021 for Berlin’s parliamentary election is that of voter registers not being cross-referenced with death registers, with notifications mistakenly sent out to people no longer alive.
“The right to vote in Berlin still extends to residents in our cemeteries,” Luthe said.
For the election this past February, he says that more than 2.5 million additional eligible voters were registered who are actually dead.
Luthe told Berliner Zeitung: “As in 2021, the deliberate organizational failure is not apparent if one only considers individual cases without context and background.” In 2021, a repeat election to the Berlin House of Representatives was held. The most recent federal election also failed to meet the “requirements of the Basic Law for democratic elections,” he said.
The paper says the Electoral Review Committee can take months to process complaints, and an election review complaint can only be filed with the Federal Constitutional Court after these complaints have been rejected by this committee.
However, today, Luthe posted again on X, saying, “The media will address and dismiss the objections of the BSW and AfD. All the massive electoral errors will then go unreported, and the issue will be dead.”"
https://www.infowars.com/posts/make-families-great-again-the-trump-admin-is-assessing-ways-to-incentivize-americans-having-more-children-to-combat-the-decades-of-globalists-grooming-children-for-homosexual-lifestyles-as-part-of,MAKE FAMILIES GREAT AGAIN!!! The Trump Admin. Is Assessing Ways To Incentivize Americans Having More Children To Combat The Decades Of Globalists Grooming Children For Homosexual Lifestyles As Part Of Their Depopulation Agenda,By InfoWars,11 days ago,"On the Wednesday show Alex Jones detailed President Donald Trump’s latest agenda of reversing the anti-human agenda by supporting policies to incentivize families to have more kids.
Don’t miss:"
https://www.infowars.com/posts/trump-admin-we-will-not-tolerate-states-using-gender-ideology-to-strip-parental-rights,Trump Admin: We ‘Will Not Tolerate’ States Using Gender Ideology to Strip Parental Rights,By Calvin Freiburger | Lifesite,11 days ago,"(LifeSiteNews) – A Trump administration spokesman said it will “not tolerate” infringements on parental rights, such as a proposal in Colorado to make “misgendering” potential grounds to remove children in custody disputes.
Named after a victim of the 2022 Club Q nightclub shooting perpetrated by “non-binary” Anderson Aldrich, the Kelly Loving Act would establish that “when making child custody decisions and determining the best interests of a child for purposes of parenting time, a court shall consider deadnaming, misgendering, or threatening to publish material related to an individual’s (so-called) gender-affirming health-care services as types of coercive control. A court shall consider reports of coercive control when determining the allocation of parental responsibilities in accordance with the best interests of the child.”
It would also ban state courts “from applying or giving any force or effect to another state’s law that authorizes a state agency to remove a child from the child’s parent or guardian because the parent or guardian allowed the child to receive” dangerous “gender transition” procedures and has a host of additional requirements unrelated to custody matters. It has passed the Colorado House but not yet the Colorado Senate.
Speaking to the Daily Signal, U.S. Department of Education (DOE) spokeswoman Julie Hartman declared that “children do not belong to the government. They belong to parents.”
Without announcing any specific action, she added, “the department will not tolerate abuse of parents’ rights — or of students who are victims of predatory behavior by adults who are supposed to protect them.”
Critics say transgender activists have inflicted a wide array of harms on society, both to the physical and mental health of gender-confused individuals themselves as well as to the rights, health, and safety of those who disagree, such as girls and women forced to share intimate facilities with males, female athletes forced to compete against biological males with natural physical advantages, and individuals forced to affirm false sexual identities in violation of their consciences, their understanding of scientific fact, and/or their religious beliefs.
Since returning to office, President Donald Trump has taken multiple executive actions to reverse the Biden administration’s transgender policies, including an order that ends all federal support for “transition” procedures on minors, rescinds or amends all of the Biden health bureaucracy’s past endorsements of underage “transitioning,” and calls for a review of the medical literature on the subject, enforcing all existing restrictions on underage “transitioning,” and taking regulatory action to “end” the practice to the greatest extent possible under current law.
The Trump administration has also frozen Title IX grants to Main over the state’s potential noncompliance with rules against gender-confused males in sex-specific school athletic competitions against actual females, and opened investigations into Maine and California for policies related to schools withholding information about a child’s gender confusion from parents."
https://www.infowars.com/posts/majority-of-germans-believe-afd-will-win-next-federal-election-poll-reveals,"Majority of Germans Believe AfD Will Win Next Federal Election, Poll Reveals",By Thomas Brooke | Remix,11 days ago,"A new INSA survey has revealed that a majority of German citizens now believe that the Alternative for Germany (AfD) could become the strongest political force in the next federal election.
At the same time, nearly half of respondents say the AfD should be treated like any other party, amid attempts by Germany’s legacy party to ostracize the populist faction with an ongoing political firewall.
According to the survey, reviewed by the Junge Freiheit news outlet, 51 percent of respondents believe it is likely the AfD will win the most votes in the next Bundestag election. Only 27 percent disagree.
The findings, presented by INSA head Hermann Binkert on YouTube, point to a growing normalization of the AfD’s rise. Alice Weidel’s party became the second-largest party in the Bundestag after February’s election, but its popularity has continued to rise following the election-winning Christian Democratic Union’s (CDU) decision to team up with the Social Democrats (SPD) to form another Grand Coalition.
Among AfD voters themselves, belief in victory is overwhelming at 87 percent. However, even supporters of traditionally centrist or left-leaning parties express similar expectations: 63 percent of BSW voters and 60 percent of FDP voters also think the AfD could come out on top. Only the SPD and Greens’ bases remain broadly skeptical.
Some 46 percent of Germans say the AfD should be treated like any other democratic party, compared with 33 percent who oppose this. While opposition remains strong among SPD, Green, and Left Party supporters, majorities within the CDU/CSU (49 percent), FDP (63 percent), and BSW (47 percent) now favor equal political treatment for the AfD. Unsurprisingly, 83 percent of AfD voters agree.
The softening of opposition contrasts with the hard stance taken by Germany’s major Christian churches, which have repeatedly condemned the AfD. However, voter behavior within the religious communities tells a different story.
Among Protestants, 26 percent support the AfD — second only to the CDU/CSU (28 percent) and way ahead of the Greens (7 percent). Catholic voters also give 25 percent support to the AfD, with the CDU/CSU again leading at 34 percent. The Greens trail with just 13 percent.
Among non-religious voters, the AfD is the most popular party (26 percent), surpassing the CDU/CSU (19 percent) and SPD (14 percent). Muslim voters, on the other hand, typically show strong support for left-wing, pro-migration parties, including the SPD (37 percent) and the Left Party (25 percent), with AfD support negligible at 5 percent.
A Forsa poll published this week showed the AfD out in front as the leading party in Germany for the first time in its history, attaining 26 percent, with the CDU/CSU a percentage point behind.
If the vote back in February were held today, the two parties set to enter government, the Social Democrats (SPD) and the CDU, would not have enough seats for their agreed coalition.
BREAKING: 🇩🇪The AfD party is now the most popular party in Germany for the first time ever, soaring to 26%.The main German parties are working to ban the AfD, and a vote on a ban is expected in the coming months in the new Bundestag.Follow: @RMXnews pic.twitter.com/Czf0gJcNgs
The news comes at a time when the left is racing to vote on a ban on the AfD in the German parliament, the Bundestag."
https://www.infowars.com/posts/deported-maryland-father-kilmars-van-full-of-migrants-owned-by-convicted-human-trafficker,"Deported ‘Maryland Father’, Kilmar’s Van Full Of Migrants Owned By Convicted Human-Trafficker",By ZeroHedge,12 days ago,"Last week it was revealed that Kilmar Abrego Garcia, a deported El Salvadoran man (aka, ‘Maryland Father’) at the center of an intense political debate, was suspected by a Tennessee state trooper of human trafficking in 2022 after he was pulled over for driving erratically in a black 2001 Chevrolet Suburban – owned by another individual, full of people.
“During the interview, subject pretended to speak less English than he was capable of and attempted to put encountering officer off-track by responding to questions with questions,” reads the summary. “When asked what relationship he had with the registered owner of the vehicle, subject replied the owner of the vehicle is his boss, and that his work is in construction.”
“There was no luggage in the vehicle, leading the encountering officer to suspect this was a human trafficking incident,” according to DHS records.
Now, Just the News reports that the SUV was owned by a man who was himself deported after pleading guilty to smuggling illegal aliens in 2020.
Abrego Garcia told the state trooper that the SUV was owned by his boss. DHS documents, meanwhile, identified the owner of the vehicle as Jose Ramon Hernandez Reyes – whose 2001 Suburban was flagged separately by Homeland Security Investigations Baltimore field office as belonging to a target the suspected of human trafficking or smuggling, the documents reveal.
“Vehicle is used by HSI Baltimore target in human smuggling/trafficking operation. Vehicle makes trips to southern border to pick up non-citizens,” reads the record, adding that the Baltimore HSI case agent should be notified if the vehicle is encountered.
Jose Ramon Hernandez Reyes, who Abrego Garcia claimed he was working for, had been previously convicted of smuggling illegal aliens into the United States.
In 2020, Hernandez Reyes, himself an illegal alien, pleaded guilty and was sentenced to 18 months in prison for smuggling fellow illegal aliens in the United States after he was stopped by law enforcement in Mississippi in a car with passengers from Mexico, El Salvador and Honduras. Homeland Security records indicate Hernandez Reyes’ “deport order” was reinstated in March 2021, as his 18-month sentence was nearing its end. -Just the News
A DHS official confirmed to JTN that the Hernandez Reyes mentioned in both cases refer to the same individual, though it’s unclear what the relationship was between Abrego Garcia and Hernandez Reyes.
According to the report, the similarities in traffic stops between the two men are striking. According to the DOJ, Hernandez Reyes and one co-defendant were stopped outside in Jackson County, Mississippi in the Suburban, which was being driven by one Modesto Alvarez – later determined to be Hernandez Reyes’ brother-in-law.
Investigators also determined that the eight of the nine men in that stop were in the US illegally, and were citizens of Mexico, El Salvador and Honduras who had previously been deported from the United States and had illegally returned. They were  charged with unlawful reentry into the country.
Officers determined that Alvarez and Hernandez Reyes were transporting the illegal immigrants from their home base of Houston, Texas, to different locations throughout the United States. -JTN
Hernandez Reyes pleaded guilty in August 2020 to smuggling illegal aliens, and was sentenced to 18 months in prison plus three years of supervised release – after which he was slated to face deportation proceedings which carried a 10-year prison threat if he returns.
In the case of Abrego Garcia, he was stopped for driving erratically and speeding, on an expired driver’s license, by a Tennessee state trooper in November of 2022 – similarly transporting a large group of people from Houston, Texas.
Three weeks after the stop, on Dec. 27, 2022, DHS updated its records to urge any personnel who encountered Abrego Garcia to “escort to secondary” – a designation usually applied to someone suspected of wrongdoing."
https://www.infowars.com/posts/peter-schiff-golds-rise-is-a-warning-everyone-ignores,Peter Schiff: Gold’s Rise Is a Warning Everyone Ignores,By SchiffGold,12 days ago,"In Friday’s episode of The Peter Schiff Show, Peter sets his sights on the market’s astonishing complacency in the face of gold’s surge, the misplaced confidence in U.S. trade policy, and the broader implications of America’s debt addiction. He makes the case that the real warning signals aren’t flashing on Wall Street or Capitol Hill, but embedded in the price of gold—while few seem willing to pay attention.
He opens by highlighting one remarkable aspect of gold’s climb—not the price itself, but the collective ignorance around it:
But you know, what’s more significant even than the increase in the price of gold is the fact that nobody cares. Nobody pays attention. You know, I’ve said this before, but it bears repeating. When you don’t know there’s a bubble, you don’t see the pin. And that is something that I came up with during the housing crisis. Because a lot of people, even after 2007, after the subprime market really started to collapse, most people just shrugged it off. They didn’t care. They thought it was nothing.
Peter moves to the unstable environment driving these changes—specifically, the trade wars ignited by tariffs under President Trump. He points out that the expert consensus was flat-out wrong when it came to the consequences for the dollar and the global economy:
What’s even more significant is that this is happening during a time of turmoil. Trump basically started it with these tariffs, launched this global trade war, created all this economic uncertainty. No one knows what the hell is going on. Trade is a big part of the global economy. And again, remember, all of these so-called experts predicted that tariffs would cause the dollar to go up. That’s why the dollar rallied right after Trump won, because the markets were saying, oh, we’re going to get tariffs, that’s good for the dollar.
Turning to international affairs, Peter takes aim at the mistaken belief that China is desperate for American consumers. He challenges the narrative of U.S. indispensability with a clear-eyed assessment of both nations’ economic realities:
I’ve got to counter all the nonsense that I’m hearing… Trump or one of his advisors said  that China is desperate to make a deal. … China needs to make a deal because China wants what we have, the American consumer.  China wants consumers. There’s a billion Chinese. Why would they need consumers? They got more consumers in China than we got in America. What’s so special about the American consumer that China needs us?
Reinforcing the theme of economic misunderstanding, Peter spotlights a fundamental error in how government officials—particularly at the Treasury—think about abundance and scarcity. He uses a simple analogy to question why policymakers seem to prefer an economy of limits, rather than one of overflow:
What is better if you can make more than you need, or you can’t make as much as you need, right? If you make too much food, what’s the worst thing that’s going to happen? Some of it’s going to rot. If you don’t make enough food, you could starve to death, right? So what do you want to have, a surplus? Do you want to have abundance or do you want to have scarcity? See, according to the Secretary of the Treasury … scarcity is better than abundance.
Peter wraps his analysis by returning to the heart of the issue: the United States’ addiction to debt and the inevitable consequences of monetary intervention. He warns that we’re heading toward not just another crisis, but a distinctly American reckoning—one that might spare the rest of the world for once:
I mean, that is the bottom line, right, massive QE. We are heading to another financial crisis, only it’s not a global crisis, it’s going to be a U.S. crisis. We’re going to liberate the world, because they’re not going to be dragged down, they’re not going to be buying our dollar and buying our debt. They’re going to be taking their money home, keeping their goods for themselves. And so the world is going to be better off keeping its stuff and investing its savings in their own economies rather than giving us their stuff and investing their money here in America."
https://www.infowars.com/posts/dem-rep-crockett-joins-jimmy-kimmel-to-challenge-trump-to-an-iq-test-attack-musk-mtg,"Dem Rep. Crockett Joins Jimmy Kimmel To Challenge Trump To An IQ Test, Attack Musk & MTG",By Kelen McBreen,12 days ago,"Democrat Congresswoman Jasmine Crockett (Texas) made an appearance on Jimmy Kimmel Live! Tuesday where she went after several prominent Republicans and pushed stereotypical divisive rhetoric.
During one of her Ebonics-laden tirades, the representative suggested Americans shouldn’t be discussing policies, because “can’t nobody tell you what Donald Trump’s policies were.” [sic]
Portraying Trump supporters as uninformed idiots, she said, “You ask them, like, ‘What policies?’ ‘I don’t know, but he gonna bring down the price of eggs.’ The last time I checked that didn’t happen, right?” [sic]
Instead of focusing on policy, Crockett claimed, “People are voting on vibes.”
.@RepJasmine Crockett had a disastrous appearance on Jimmy Kimmel Tuesday night where she actually said, “I don’t think that, honestly, policy is what we need to be fighting about.”She said that, instead, the Democrat Party should focus on “vibes.”Crockett is a sloppy mess. pic.twitter.com/cYkgw2EfVa
Kimmel pointed out President Trump called Crockett “low IQ” and asked if she’d be open to taking an IQ test publicly to go head-to-head with the president, and she answered, “Absolutely!”
🚨 Congresswoman Jasmine Crockett (D-TX) challenges President Donald Trump to an IQ test.KIMMEL: ""He also called you low-IQ… would you be willing to take an IQ test publicly, head-to-head?""CROCKETT: ""Absolutely. Absolutely! Absolutely!!"" pic.twitter.com/y18u8ALhB1
The Texas Democrat continued to bash Republicans, saying, “The level of incompetence is almost like incomprehensible,” and calling tech entrepreneur Elon Musk an “idiot.”
“He is not only, like, very sinister and has no idea what he’s doing, and people are like, ‘Oh, no! He absolutely knows because he’s the richest man in the world.’ Like, yes, he knows how to hire smart people but don’t conflate that and believe that he is the genius, cuz he ain’t.” [sic]
She then alleged Musk has “inflicted so much harm that even Trump don’t wanna talk about it… We ain’t been hearing about him.” [sic]
Jasmine Crockett last night on Jimmy Kimmel GOES OFF on Elon Musk: “When I tell you that the level of incompetence is almost incomprehensible. When you bring up The Idiot Known As Elon Musk, he has inflicted so much harm and done so much that even Trump don’t wanna talk about it” pic.twitter.com/RRmYkQ8ntc
At one point, Congresswoman Crockett and Kimmel both mocked GOP Georgia Rep. Marjorie Taylor-Greene as “the dumbest person in Congress” and “cringey.”
“She’s dumb and a low-life,” the Democrat said.
MUST-WATCH: Jasmine Crockett DESTROYED Marjorie Taylor Greene on Jimmy Kimmel last night:""She's dumb and a lowlife."" pic.twitter.com/8APXihE6aB
Cosplaying as an intellectual to try and contrast herself with the GOP leaders she alleges are idiots, Crockett told the late-night host she “wanted to be an anesthesiologist” when she was young because she’s “always been really good at math and science.”
JASMINE CROCKETT tells Jimmy Kimmel that she wanted to be an anesthesiologist because she’s always “been really good at math and science."" pic.twitter.com/7YyoKNYet8
The political propaganda highlights how the late-night “comedy” programs have been turned into establishment media tools for pushing leftist narratives on Americans who don’t watch actual news programs."
https://www.infowars.com/posts/jd-vance-confirms-us-about-to-abandon-peace-talks-if-moscow-kiev-fail-to-make-deal,JD Vance Confirms US About to Abandon Peace Talks if Moscow & Kiev Fail to Make Deal,By Sean Miller,12 days ago,"On Wednesday Vice President JD Vance echoed statements made by President Donald Trump that the U.S. is set to give up on the Ukraine peace negotiations if no deal is made between Moscow and Kiev. The administration went so far as to ‘downgrade’ their presence at a peace meeting in London, England this week as it is now being reported that Secretary of State Marco Rubio and special envoy Steve Witkoff will not be in attendance, leaving only Gen. Keith Kellogg to represent the U.S. at the event.
“It’s time for them to either say yes or for the U.S. to walk away from this process,” Vance told reporters in India. “We’ve engaged in an extraordinary amount of diplomacy, of on the ground work.”
Vance explained that Washington offered Moscow and Kiev a “very explicit proposal” regarding a war resolution agreement.
“It’s now time, I think, to take, if not the final step, one of the final steps, which is, at a broad level, the party saying we’re going to stop the killing, we’re going to freeze the territorial lines at some level close to where they are today,” Vance said Wednesday. “Now, of course, that means the Ukrainians and the Russians are both going to have to give up some of the territory they currently own.”
🚨 BREAKING: VP JD Vance says US will ""WALK AWAY"" if Russia and Ukraine don't come to a ceasefire deal…""It's time for them to either say 'yes,' or for the United States to walk away from this process.""""We've put together a very fair proposal.""""It's now time, I think, to… pic.twitter.com/OfI63m2LQg
Unfortunately Ukraine appears unwilling to give up any territory, at least while under the dictatorship of Vladimir Zelensky.
“[Crimea] is our territory, the territory of the people of Ukraine. We have nothing to talk about on this topic, it is outside our constitution,” Zelensky said Tuesday.
That wasn’t all however, the Dictator even placed the blame on Russia for his own lack of ability to compromise by saying that this is what they want.
“As soon as we start talking about Crimea, about our sovereign territories, we enter the format of prolonging the war,” the Dictator said.
While the U.S. partially steps back their involvement mediating the situation in preparation for a full abandonment, U.K. Foreign Secretary David Lammy is hosting a bilateral meeting with a Ukrainian official on Wednesday, although details of what has and will be discussed are not yet clear."
