link,title,annotation,content,cluster,x,y,is_duplicate
https://www.health.harvard.edu/blog/ease-anxiety-and-stress-take-a-belly-breather-201904261861,Ease anxiety and stress: Take a (belly) breather,1,"Quick: think of three things that make you feel anxious or stressed. Most of us have no trouble reeling off answers. And people who suffer from anxiety disorders — such as social anxiety, phobias, or generalized anxiety — may have a variety of triggers that send anxiety soaring. While belly breathing alone can't fix deep-seated anxieties, it works well as a tool to help ease anxiety and garden-variety stress. Regularly engaging in belly breathing (or trying the mini strategy described below) can help you turn a fight-or-flight response into a relaxation response that's beneficial to your health. How should you breathe? You take up to 23,000 breaths per day, so make sure you do it right. How should you breathe? Like a sleeping child, says Dr. Katherine Rosa of the Harvard-affiliated Benson-Henry Institute for Mind Body Medicine. ""If you ever watch children sleep, they all breathe from the belly and not the chest. This relaxed state is the more normal way to breathe."" Yet most people are chest breathers, which is how we react to stress. When we sense a threat, our fight-or-flight response automatically kicks in. We breathe at a rapid pace to suck in extra oxygen, to fuel our heart and muscles so we can flee the danger. Of course, we don't need our fight-or-flight response to escape predators anymore. Our threats now come from the stress of emails, personal confrontations, daily news, and traffic jams. ""Your fight-or-flight response is meant to be a short-term reaction that comes and goes,"" says Dr. Rosa. ""But today, we are surrounded by so many stressors that we constantly stay in this state of tension. It doesn't turn off, and we often don't even notice it."" The result: we have become a nation of chest breathers. Feel it in your belly One way to change our reaction to modern stress is to learn how to belly breathe instead of chest breathe. Belly breathing stimulates the vagus nerve, which runs from the head down the neck, through the chest, and to the colon. This activates your relaxation response, reducing your heart rate and blood pressure and lowering stress levels. If you are not familiar with belly breathing, try this exercise: sit in a chair, lean forward, and place your elbows on your knees. Then breathe naturally. ""This position forces you to breathe from the belly, so you know what the sensation feels like,"" says Dr. Rosa. A mini strategy to ease anxiety and stress A strategy to teach yourself mindful belly breathing is to practice what Dr. Rosa calls ""the mini."" Here's what you do: every time you feel stressed, simply take three slow and controlled deep belly breaths. ""It's a simple act, but this interrupts the fight-or-flight response and puts it on pause,"" says Dr. Rosa. ""Over time, belly breathing can buffer your resistance to your fight-or-flight response, so you are not as sensitive to stress triggers."" To help you be more mindful about your breathing pattern, place one hand on your belly and the other on your chest. ""You want the chest hand to be still and the belly hand to move out like you are blowing up a balloon,"" says Dr. Rosa. She suggests practicing belly breathing throughout the day, like once every hour or up to 10 to 15 times per day. ""As it becomes more of a habit, you can automatically engage belly breathing whenever you face a stressful event.""",5,0.24088924,-0.14719522,True
https://naturalnews.com/2024-08-20-harris-issues-vaccine-mandates-campaign-workers-president.html,Kamala Harris issues vaccine mandate for campaign workers – can Americans expect government-enforced jab mandates if she becomes president?,0,"Kamala Harris is requiring that everyone who works on her presidential campaign receive the COVID-19 vaccine – even though the pandemic peaked long ago and the vaccines have since been proven to be ineffective in preventing spread and potentially quite dangerous – demonstrating yet again that this is much more of a political issue for liberals than something done out of a genuine concern for public health. On the official Harris-Walz presidential campaign website, a list of job opportunities appears on a page entitled “Work for Us.” The page lists several job opportunities and their requirements, with a disclosure at the bottom informing potential candidates of the vaccine mandate . They stop short, however, of explaining why the mandate exists. While many COVID-era vaccine mandate policies claimed they were enacted for the “safety” of employees or clients, it’s getting a lot harder to convince the public there is any benefit in such mandates these days. They write: “Harris for President requires all employees to be ""up to date"" on COVID-19 vaccination status as prescribed by the CDC as a condition of employment, unless otherwise prohibited by applicable law,” they write. “If you seek a reasonable accommodation in relation to the campaign's COVID-19 policy, you should speak to the HR Department prior to reporting to an office location,” the listing adds. Just what does the CDC “prescribe” these days? A message on their website says that they recommend the “2023-2024 updated COVID-19 vaccines” from makers such as Moderna, Pfizer-BioNTech, and Novavax. Meanwhile, they define “up to date” as getting “1 age-appropriate updated COVID-19 vaccine” for those aged 5 to 64; for those 65 and older, “2 updated 2023-2024 COVID-19 vaccine doses” are required. It’s a laughable requirement for a number of reasons, not least of which is the fact that Harris tested positive for COVID-19 in 2022 after receiving the jabs and boosters publicly. There’s also the fact that Harris likes to insist on platforms like X that women should be trusted to “make decisions about their own body, health care, and future” – except, apparently, when it comes to decisions about putting poison into their bodies if they want to be employed. Last year, the Biden administration ended COVID-19 vaccine requirements for all federal employees and contractors, as well as international air travelers, and put an official end to the COVID-19 public health emergency, so why is Harris insisting on her employees getting jabbed? An unhealthy workforce It’s easy to joke that only someone with a questionable mental state would be willing to work for Kamala – even those who somehow can get past her politics would surely be turned off by the numerous reports over the years of her being a nightmare boss – but the truth is that many of her job candidates could well be experiencing mental and physical ailments as a result of the vaccine. The biggest global study so far examining medical issues in nearly 100,000 individuals who got COVID-19 vaccines revealed a higher-than-expected rise in both neurological and cardiac problems after getting jabbed. Meanwhile, nearly 13,000 claims have been filed with the U.S. vaccine compensation program related to the pandemic response; more than 10,000 of the claims cite the COVID-19 jabs as causing either injury or death. If Kamala Harris is requiring all those who work on her campaign to get the jab, it isn't much of a stretch to assume that she is likely to also implement vaccine mandates for the American public if she wins the election.",6,-0.41168827,0.13539399,False
https://naturalnews.com/2024-08-19-cdc-report-vaccines-saved-millions-lives-laughable.html,CDC releases report claiming vaccines have saved 1.1 million lives; experts call it “laughable”,0,"The many dozens of ""safe and effective"" vaccines that children in the United States typically receive after birth have saved hundreds of millions of them from illness and death, according to the U.S. Centers for Disease Control and Prevention (CDC) in a new report that experts are calling ""laughable."" The CDC's latest Morbidity and Mortality Weekly Report (MMWR) claims that routine childhood vaccinations for things like measles, diphtheria, tetanus, and hepatitis B have prevented more than half a billion cases of illness, 32 million hospitalizations, and precisely 1,129,000 deaths over the past roughly 30 years. The federal public health agency is also claiming responsibility for allegedly saving U.S. taxpayers $540 billion in direct costs, as well as $2.7 trillion in indirect social costs, with its longtime childhood vaccination program. The corporate media is parroting the CDC's claims as a ""testament to the success"" of childhood vaccination in America. Experts like Toby Rogers, PhD, a fellow at the Brownstone Institute for Social and Economic Research, however, say otherwise. ""The methods are shoddy, the data are untethered from reality and the conclusions are a preposterous fiction,"" Roberts told The Defender , a project of Robert F. Kennedy Jr.'s Children's Health Defense (CHD). ""This study is an advertisement on behalf of the pharmaceutical industry and it should be treated as such."" (Related: Remember when the CDC admitted that COVID injections maybe only help prevent one death for every one million people who get jabbed?) CDC paper is bogus propaganda The paper was constructed by Fangjun Zhou, PhD, and other researchers from the CDC's National Center for Immunization and Respiratory Disease. They looked at data on approximately 117 million children born between 1994 and 2023, reproducing the methodology from a 2014 paper that Zhou and colleagues published on estimated health and economic benefits of vaccination for a single year, 2009. One of the new study's major problems is the fact that it included data for all vaccinated children rather than just participants in the CDC's Vaccines for Children Program, which provides ""free"" vaccines to about half of all American children. They conducted a very simplistic and scientifically shoddy series of calculations that intended to show that getting jabbed is much better for children and society than not getting jabbed. ""If there are two more conflicted journals to represent the benefits of the childhood vaccination program, you could not find them,"" commented Mark Blaxill, co-author of ""The Age of Autism: Mercury, Medicine, and a Man-Made Epidemic,"" about the bogus nature of the paper. ""The profession of pediatrics is the delivery channel for the childhood immunization program, that's why it exists. And the MMWR is put out by the CDC, which is recommending the program. So this is propaganda, and it is put out by those parties most interested in defending the outcome."" Interestingly, the CDC analysis did not include flu shots, Wuhan coronavirus (COVID-19) injections, human papillomavirus (HPV) vaccines, and RSV monoclonal antibodies, all of which were more recently added to the CDC's childhood injection schedule. ""The mortality rates they used of 15-20% were reported prior to the development of the vaccine in the 1920s,"" said Brian Hooker, PhD, chief scientific officer at CHD, about how the CDC study skewed the mortality rates for diphtheria. ""However, this was prior to the development of antibiotics. Corynebacterium diphtheriae (the bacteria that causes diphtheria) is treatable with penicillin or erythromycin."" Rogers added that none of the vaccines available through the CDC's Vaccines for Children Program are as effective as the CDC claims, which means the data is even more skewed. ""We know that the mumps portion of MMR does not work,"" Rogers said. ""The pertussis portion of DTaP does not stop infection nor transmission of pertussis. That's true for lots of vaccines on the schedule."" The CDC cannot be trusted to ever tell the truth. Learn more at CDC.news .",6,-0.44534388,0.20704581,False
https://naturalnews.com/2024-08-19-going-vegan-8-weeks-reverse-biological-age.html,New study suggests going vegan for 8 weeks can help turn back your biological clock,0,"A recent study suggests that following a vegan diet for just eight weeks may help lower an individual's biological age . This is being touted as a way to help lower risks for conditions like dementia and diabetes . The study, featured in BMC Medicine , found that the reduction in biological age was connected to changes in DNA methylation – a process that can influence gene activity without changing the genetic code. The study was a randomized controlled trial involving 21 pairs of adult identical twins. In each pair, one twin maintained an omnivorous diet – eating both animal- and plant-based foods, along with an egg and one and a half servings of dairy. The other twin adhered to a vegan diet based on plants, such as fruits, grains, nuts and vegetables Findings showed that those on a vegan diet had a reduction in their epigenetic aging markers, while those on the omnivorous diet did not. Additionally, the vegan group experienced a decrease in the biological ages of their heart, hormone, liver and inflammatory and metabolic systems. They also lost an average of two kilograms (4.4 pounds) more than the twins on the omnivorous diet, likely due to differences in calorie intake. The researchers emphasized the importance of further investigation to understand the complex interactions between aging, diet and weight management. Veganism, which involves eliminating meat and dairy from one's diet, has become increasingly popular. Since 2008, the number of people identifying themselves as ""vegan"" in the United Kingdom has surged by 350 percent . The reasons for this shift are diverse – ranging from concerns about animal rights and environmental issues to personal and religious motivations. A significant number of individuals adopt a vegan diet in pursuit of better health. Evidence indicates that, when properly planned, a vegan diet can offer various health advantages. For those transitioning from a diet high in animal products, switching to a plant-based diet can bring about notable changes in the body. Initial changes during the first few weeks of a vegan diet One of the most noticeable effects of going vegan is a notable boost in energy levels. This improvement comes from eliminating processed meats, which are common in omnivorous diets, and replacing them with nutrient-rich fruits , nuts and vegetables. These plant-based foods enhance the intake of vitamins, minerals and dietary fibers. Continuing the vegan diet over the next few weeks will see people experience changes to their bowel movements due to the increase in consumption of foods high in fiber associated with the vegan diet Registered dietitian Jennifer Mimkha notes that many individuals are pleasantly surprised by how easily they lose weight after switching to a plant-based diet. Along with the improvement in the consumption of dietary fibers, the weight loss is also attributed to the lower calorie content of many plant-based proteins compared to meat. However, the vegan diet's impact on weight still largely depends on its quality. Consuming "" vegan junk food "" or excessive simple carbohydrates can lead to weight gain, whereas a balanced and nutritious plant-based diet – particularly if replacing a diet high in saturated fats and processed foods – is more likely to support reasonable weight loss. (Related: Researchers link ultra-processed VEGAN food products to heart disease risk and early death .) Changes after three to six months on a vegan diet After three to six months on a vegan diet, individuals may notice that the increased consumption of fresh fruits and vegetables, combined with a reduction in processed foods, can lead to skin improvements and the near-disappearance of skin conditions like acne. By this time, individuals might see a decrease in vitamin D levels , since this essential nutrient is predominantly found in animal products like dairy, fish and meat. To prevent deficiencies, it is important to consume fortified foods or take supplements, upon the advice of physicians or other licensed health practitioners, especially during the winter months when sunlight is less available. A well-planned vegan diet that is low in sodium and processed foods in a few months might show significant benefits for heart health, including a reduced risk of cardiovascular diseases, diabetes and strokes. It must be noted that a vegan diet typically lowers an individual's intake of nutrients , such as calcium, iron and zinc. While the body can become more efficient at absorbing these nutrients from plant sources, adjustments to diets may also help prevent deficiencies for some individuals, although supplements may be needed to meet the nutritional needs of others. Long-term effects of a vegan diet As people reach the six-month to one-year marks on vegan diets, people who have stayed true to these nutrition plans may start to experience a decrease in vitamin B12 levels. This vitamin is crucial for maintaining healthy blood and nerve cells and is primarily found in animal products. A lack of vitamin B12 can lead to symptoms such as shortness of breath, fatigue, memory issues and tingling sensations in the extremities. To prevent B12 deficiency, incorporating fortified foods or supplements into your diet is essential. Without adequate B12, the benefits of a vegan diet, particularly in terms of reducing the risk of heart disease and stroke, can be compromised. Long-term B12 deficiency can also result in serious, irreversible nerve and brain damage. As time progresses, typically over a few years, vegans might observe changes in their bone health. Up until around age 30, the body effectively absorbs and deposits minerals into the bones. After this age, bones start to deplete their stored minerals to maintain calcium levels in the blood. Therefore, it's important to ensure sufficient calcium intake during younger years to support bone health. While vegetables such as kale and broccoli provide calcium, many vegans fall short of their calcium needs, leading to a higher fracture risk compared to omnivores and vegetarians. Plant-based calcium is also less readily absorbed by the body, so supplementation or consuming fortified foods may be necessary to meet nutrition requirements. In the long run, maintaining a balanced vegan diet could help individuals maximize the health benefits associated with it. Although many of the benefits of a vegan diet are well-documented , nutrient deficiencies can undermine these benefits if not managed properly. Fortunately, the growing availability of clean and nutritious vegan food products makes it easier to maintain a nutritious and varied diet. With thoughtful planning, a vegan diet can be a healthful choice. Watch the following video discussing what happens to the body when people go vegan . This video is from the Daily Videos channel on Brighteon.com . More related stories: 6 Nutritious sources of plant protein for vegans and vegetarians . Vegans may be at risk for iodine deficiency, according to new study . Plant-based DHA found to adequately meet nutritional needs for vegans and vegetarians . Sources include: DailyMail.co.uk English.MathRubHumi.com BMCMedicine.BioMedCentral.com TheConversation.com Health.com VeganisingIt.com Brighteon.com",3,0.27434427,0.1202357,False
https://www.infowars.com/posts/video-rfk-appears-to-put-wonder-drug-methylene-blue-in-drinking-water,Video: RFK Adds ‘Wonder Drug’ Methylene Blue to Drinking Water,0,"Footage circulating on social media shows Health and Human Services secretary nominee Robert F. Kennedy, Jr. adding a blue substance, presumed to be miracle drug methylene blue, to his drink. The video, reportedly filmed in Sept. 2024 by a passenger on a jet RFK was also aboard, features the former independent presidential candidate adding a blue tincture to a glass of water as he spoke to another passenger. The substance was widely assumed to be methylene blue, a synthetic dye discovered to have various health benefits and approved by the FDA to treat methemoglobinemia, a disorder that reduces the blood’s ability to carry oxygen. The substance’s health properties were recently highlighted by Mel Gibson during an interview on the Joe Rogan podcast, where the Braveheart actor described how three of his friends with terminal cancer reversed their diagnoses with a regimen of alternative treatments that included methylene blue. “I’ll tell you a good story, okay. I have three friends. All three of them at stage four cancer. All three of them don’t have cancer right now at all and they had some serious stuff going on,” Gibson told Rogan, going on to say they used several alternative treatments rumored to eliminate cancer, including ivermectin, Fenbendazole, methylene blue and hydrochloride. Methylene blue is not only a prescribed FDA-approved medication, but research has also been done into its purported antioxidant and preventative benefits, and its use as a treatment for cellular dysfunction, cancer, Alzheimer’s, depression and more. “RFK Jr putting Methylene Blue in his water while flying is prime we’re so back,” one user wrote on X, adding claims that, “MB while flying – Mitigates any radiation burden – Protects against oxidative stress – Anti viral so you don’t catch a cold – Boosts autophagy if fasting on flight.” RFK’s use of the drug emphasizes his knowledge in preventative medicine and underscores his commitment to health – both essential qualities to have in a US Health and Human Services Secretary.",8,-0.11139843,-0.025677696,False
https://naturalnews.com/2024-08-19-tyson-says-chromosomes-dont-determine-biological-gender.html,Watch: Neil deGrasse Tyson says chromosomes don’t determine biological sex,0,"TV scientist Neil deGrasse Tyson has elicited backlash after claiming that DNA doesn’t determine whether a person is male or female. (Article by Steve Watson republished from Modernity.news ) Yes, really. Here he claims that every day anyone can decide “today I feel like I am female or male.” Neil deGrasse Tyson takes pride in “communicating science”. Here he explains that XX/XY chromosomes don't determine if you are male or female, and instead, each day you can wake up and decide that “today I feel like I am female or male” ? This is the state of science today ? pic.twitter.com/qui5sBtFPe — Dr. Eli David (@DrEliDavid) August 15, 2024 Presumably they can just change their mind back again the next day? Neil deGrasse Tyson leans to the mental and emotional aspect of sexuality while ignoring the physical. It's not how you feel! It's what you are! — Alexander Glumac (@SmokedGeezer) August 15, 2024 Tyson is not a biologist, he’s a physicist, still shouldn’t he know better? In his defense, he is the dumbest physicist on the planet. — Tiger Cat (@BackTo_1970) August 15, 2024 Sure, DNA doesn't matter. I'm going to wake up tomorrow and decide I'm 7 foot tall. Or maybe I'll decide to be Asian. ???? It's seriously pathetic that people who really know better play this game. — Austin (@FireBeardViking) August 15, 2024 He’s a scientist, yet he is essentially saying that anything can just be the way you feel like it being at any given moment. Next, he’ll tell us the stars only exist if we believe in them. Welcome to the new age of ""feelings over facts""! ?? — Danny Lucas (@realDannyLucas_) August 15, 2024 Any credibility he had left is gone. He’s sold out every bit of scientific integrity a man in his position should have. — la scapigliata (@lascapigliata8) August 16, 2024 It’s sound bite ‘science’. That's the kind of ""science"" you get from a pop star scientist. — ??Brett?? (@PatrioTrumpet) August 16, 2024 Imagine trading a lifetime of integrity for a thumbs up from the alphabet brigade. Your periodic reminder that just because someone is on television as an ""expert"" in one area that does not mean they're an expert in that area, other areas or even smart. For example: Bill Nye is not a scientist and never has been, he's an actor. https://t.co/zJUBjZXY84 — Derek Hunter (@derekahunter) August 16, 2024 @neiltyson what the hell? This is not based in Science but a religion, an ideology. What is wrong with you? Instead of pandering to people and spreading false information you should've stayed quiet. https://t.co/BcqutHX77c — KayR (@Kellyring) August 15, 2024 Say what you want but don’t claim it’s science. No, xx and xy determine male and female. However if society (or some in it) wish to create new definitions and ideas they are free to do so. Others are free not to adopt them. It’s no better to force tyranny on a majority than to force tyranny on a minority. https://t.co/nIx6ERf4ZM — Sharyl Attkisson ??????? (@SharylAttkisson) August 16, 2024 ""Why can't you just shut up and trust the SCIENCE?!?!?"" Gee, I wonder... https://t.co/FCp4VNM1W3 — Whatever (@MIFrenchieMom) August 16, 2024 The moment objective truth is inverted, we’re moving backwards. Any society that adopts this deserves to fail. Rejection of objective facts has no place in an enlightened world. https://t.co/Xx5hnl1pFG — ?????????????? (@1776Dairenn) August 16, 2024 Read more at: Modernity.news",9,-0.1298471,-0.24272329,True
https://www.health.harvard.edu/heart-health/sleep-apnea-and-heart-disease-a-weighty-matter,Sleep apnea and heart disease: A weighty matter,1,"In addition to helping control diabetes and obesity, the popular drugs known as GLP-1 agonists may also alleviate another disorder that's closely linked to cardiovascular problems: obstructive sleep apnea. This common condition — which is marked by brief pauses in breathing, often accompanied by loud snoring — doesn't just leave people groggy and sleepy during the day. Left untreated, this serious disorder raises the odds of high blood pressure, heart attack, and stroke. Excess weight is the strongest risk factor linked with sleep apnea, which affects about 25% of men and 10% of women in the United States. More than half of people with the condition are overweight or obese, and the risk rises as body size increases, according to Dr. Sogol Javaheri, a sleep specialist at Harvard-affiliated Brigham and Women's Hospital. ""Extra fat tissue in the neck and throat can narrow the airway, and extra weight on the chest and belly puts pressure on the lungs, which makes the normal process of inhaling and exhaling less effective,"" she explains. What happens during sleep apnea? The 10- to 30-second breathing pauses that characterize sleep apnea occur when the airway in your nose or throat becomes partially or completely blocked by large tonsils, a large tongue, or too much tissue in the airway. Image: © Blueastro/Getty Images Treating sleep apnea In sleep apnea, the breathing pauses happen when the airway briefly closes (see ""What happens during sleep apnea?""). The first-line treatment is positive airway pressure (PAP), which uses a small bedside machine to push a forceful stream of air to a mask covering the nose or the nose and mouth to keep the airway open. A recent study found that one of the GLP-1 drugs, tirzepatide (sold as Mounjaro for type 2 diabetes and Zepbound for obesity) can slash the number of breathing interruptions during sleep — a key measure of sleep apnea severity. Published June 21, 2024, in The New England Journal of Medicine, the yearlong study included 469 people with obesity and moderate-to-severe sleep apnea, some of whom used PAP machines when sleeping. Compared with people who got a placebo injection, those treated with tirzepatide had a nearly 59% drop in their apnea-hypopnea index, a measure that describes the number of times a person's breathing slows or stops during an hour of sleep. Those taking tirzepatide lost close to 20% of their body weight. Ditch your PAP machine? ""At least once a week, I see people in my clinic who have lost so much weight on one of the obesity drugs that they don't need to use their PAP machine any longer,"" says Dr. Javaheri. (The other GLP-1 obesity drug, semaglutide, is sold as Ozempic for diabetes and Wegovy for weight loss). ""Several patients lost between 50 and 60 pounds, which was enough to completely cure their sleep apnea."" While tirzepatide is not approved for treating sleep apnea, it's currently under consideration by the FDA for that use. However, even if you qualify for a prescription for either semaglutide or tirzepatide based on your medical conditions, these medications can be challenging to obtain due high demand, limited supplies, cost, and other factors. That said, the growing list of health benefits from GLP-1 agonists (see ""Anti-obesity drug lowers heart-related problems"" in the February 2024 Heart Letter) may make them both more accessible and affordable in the future. If and when tirzepatide is approved for treating sleep apnea, sleep medicine clinics will likely provide the medication, says Dr. Javaheri. Weight loss has long been recommended for sleep apnea sufferers who are overweight or obese. After people lose at least 10% of their initial weight (that is, their weight at diagnosis), insurance companies usually pay for another sleep study to see if they've improved enough to stop using PAP, which people often find cumbersome and inconvenient. ""But I advise people using anti-obesity drugs to wait until they reach their goal weight before getting retested,"" says Dr. Javaheri. Other contributors to sleep apnea Finally, it's worth noting that obesity is just one of the factors that predispose people to sleep apnea, which also occurs in people who aren't overweight. ""Some people are born with anatomical differences that leave them prone to sleep apnea, such as a narrow airway, a thicker neck, a large tongue, enlarged tonsils, or a small, receding chin,"" says Dr. Javaheri. ""Smoking also increases the risk of sleep apnea significantly, and alcohol can cause sleep apnea or make it worse,"" she adds. Image: © vitapix/Getty Images",5,0.341172,0.11044599,True
https://www.health.harvard.edu/heart-health/7-ways-to-reduce-stress-and-keep-blood-pressure-down,7 ways to reduce stress and keep blood pressure down,1,"When it comes to preventing and treating high blood pressure, one often-overlooked strategy is managing stress. If you often find yourself tense and on-edge, try these seven ways to reduce stress. Get enough sleep. Inadequate or poor-quality sleep can negatively affect your mood, mental alertness, energy level, and physical health. Learn relaxation techniques. Meditation, progressive muscle relaxation, guided imagery, deep breathing exercises, and yoga are powerful relaxation techniques and stress-busters. Strengthen your social network. Connect with others by taking a class, joining an organization, or participating in a support group. Hone your time-management skills. The more efficiently you can juggle work and family demands, the lower your stress level. Try to resolve stressful situations if you can. Don't let stressful situations fester. Hold family problem-solving sessions and use negotiation skills at home and at work. Nurture yourself. Treat yourself to a massage. Truly savor an experience: for example, eat slowly and really focus on the taste and sensations of each bite. Take a walk or a nap, or listen to your favorite music. Ask for help. Don't be afraid to ask for help from your spouse, friends, and neighbors. If stress and anxiety persist, talk to your doctor. Along with these ways to reduce stress, add in a healthy lifestyle — maintaining a healthy weight, not smoking, regular exercise, and a diet that includes fruits, vegetables, whole grains, lean protein, and healthful fats — and high blood pressure could be a thing of the past. For more information on lifestyle changes to treat high blood pressure and how to choose the right medication if needed, read Controlling Your Blood Pressure, a Special Health Report from Harvard Medical School. Image: marekuliasz/Getty Images",7,0.2872481,-0.051958933,True
https://www.health.harvard.edu/exercise-and-fitness/take-time-to-stretch,Take time to stretch,1,"A regular stretching routine can help reduce your risk of injuries, improve your mobility to protect against falls, and increase your flexibility, which studies have linked with greater longevity.",5,0.27279517,-0.15084171,False
https://www.health.harvard.edu/staying-healthy/letting-the-air-out,Letting the air out,1,"Belching loud and proud was a badge of honor as a kid. But once we're adults, belching (or burping) can be annoying and embarrassing in the company of others. But people shouldn't be repelled by belching, as it serves an essential purpose. ""Belching is a protective mechanism against the stomach getting overinflated from swallowing too much air,"" says Dr. Kyle Staller, a gastroenterologist at Harvard-affiliated Massachusetts General Hospital. ""Think about how great you feel when you have a good belch."" Anatomy of a belch There are two types of belching: gastric belching and supragastric belching. Gastric belching is the everyday kind that most people experience. Every time you swallow, you take in a little air, and some of it travels down the esophagus and into the upper part of the stomach. When the stomach begins to stretch out from this air, sensors in its wall send signals to your esophagus. These signals tell the sphincter (the small ring of muscle at the bottom of the esophagus) to open, allowing air that has built up in the stomach to escape up and out as a belch. A gastric belch often smells. ""The air might have the odor of whatever you recently ate,"" says Dr. Staller. By contrast, with supragastric belching, swallowed air stays in the esophagus and never makes it to the stomach. The air gets quickly expelled in fast and frequent odorless belches. People can swallow too much air for various reasons. For example: Eating too fast. ""When you eat quickly, you gulp more air, which is why people often feel the urge to belch after eating,"" says Dr. Staller. The solution is to eat slower so you swallow less air. Try this: At the beginning of your meal, set a timer for 20 minutes. Then pace yourself to make your meal last until the timer goes off. Chew each mouthful 30 times, and put your fork down between bites. Carbonated beverages. Drinks like beer, soda, and seltzer can bring extra air into the esophagus and stomach. Gulping these drinks or using a straw can also increase air intake. Cutting down on carbonated beverages, drinking slower, and not using a straw can help. Gum and hard candy. Chewing gum and sucking on hard candies also can lead to inadvertent air swallowing. What if you can't belch? If you can't belch, you may have a condition called retrograde cricopharyngeus dysfunction (R-CPD), also known as ""no burp syndrome."" ""We still have a lot to learn about R-CPD, as there are limited data on the efficacy of treatment or how to make a true diagnosis,"" says gastroenterologist Dr. Kyle Staller at Massachusetts General Hospital. R-CPD is believed to occur when the cricopharyngeus muscle, a sphincter muscle that sits at the top of the esophagus, cannot relax and, as a result, does not open to allow air to exit the esophagus. As a result, air accumulates in the stomach, esophagus, and intestines, causing bloating and pressure in the abdomen, chest, and lower neck, and gurgling sounds from the chest and neck. Because the air cannot leave through the esophagus, it instead exits the body as flatulence, which is often excessive. Treatment options for R-CPD include a botulinum toxin injection into the cricopharyngeus muscle or surgery to cut partway through it. Both of these approaches allow the muscle to relax and air to exit the esophagus. Sound of trouble Belching is usually nothing to worry about, says Dr. Staller, but he suggests seeing your doctor if it becomes more frequent and causes distress and discomfort. Excessive belching is a common symptom for digestive disorders like functional dyspepsia (recurring symptoms of an upset stomach with no obvious cause) and gastroesophageal reflux disease (GERD). ""Belching could be a red flag if it accompanies other symptoms like sudden weight loss, difficulty swallowing, or blood in the stool,"" says Dr. Staller. Problematic belching also could be related to stress or anxiety, and treating these issues with psychotherapy and diaphragmatic breathing techniques often helps. When you do feel a belch coming, don't try to squelch it. ""There is little you can do to stop it,"" says Dr. Staller. ""You can be discreet by muffling a belch or holding it in for a few seconds until you're in a more private setting, but eventually, your body will win."" So, when you must belch, let it out and just say, ""Excuse me."" Image: © CSA-Archive/Getty Images",1,0.223385,-0.16233714,True
https://www.health.harvard.edu/mind-and-mood/clearing-up-a-foggy-memory,Clearing up a foggy memory,1,"At some point, most older adults experience ""senior moments."" You misplace your phone or keys, lose your train of thought during a conversation, forget directions or a name minutes after being told, or walk into a room and don't know why. These moments of brain fogginess can be stressful and embarrassing, but are they ever cause for concern? ""The brain is like any other part of the body, and over time, it may not function as well as it used to,"" says neuropsychologist Julie Brody Magid, clinical director of the Harvard-affiliated McLean Hospital Memory Disorders Assessment Clinic. ""While most memory glitches are part of normal aging, in some cases they are exacerbated by problems that people can manage."" Aging and the brain People often notice memory lapses beginning in their 50s or 60s. This is when age-related chemical and structural changes begin in brain regions devoted to memory, such as the hippocampus and frontal lobes. These brain regions begin to shrink, often related to narrowing of the small arteries that deliver oxygen and nutrients. ""These changes can make learning and recalling new and existing information slightly more challenging,"" says Brody Magid. Yet age is not always to blame. Your doctor can help you sort out whether there are other problems contributing to your memory lapses. Here are some of the possibilities: Depression, anxiety, and stress. Depression can disrupt the brain's ability to focus, process, and access information, according to Brody Magid. Chronic stress and anxiety can flood the brain with the stress hormone cortisol, which, over time, can affect the brain regions responsible for storing and recalling information. ""Depression, stress, and anxiety can also cause negative and preoccupying thoughts that keep people from focusing and being present, which may contribute to memory issues,"" says Brody Magid. Medication. Brain fogginess can be a common side effect of some medications. ""If you are taking a new drug, either prescription or over the counter, ask your doctor or pharmacist if it could be affecting your cognition,"" says Brody Magid. Sleep. Research has linked a decline in brain functions with sleep problems, such as sleeping less than the recommended seven to eight hours nightly, fragmented sleep, and sleep disorders like insomnia and sleep apnea. Mind tricks Even though most memory lapses are normal, you can take measures to manage and improve your existing brain skills. Here are some memory obstacles people encounter and ways to deal with them. Absentmindedness. This happens when you take on too many tasks or get distracted. When faced with multiple tasks, make a list, put them in order of importance, and focus on only one at a time before moving on to the next. Setting up routines and reminders can also help. For example, create a memory table by your front door or in the bedroom where you place vital objects, like your phone, medicines, keys, and glasses. Blocking. A common example of blocking is remembering and recalling names. When you meet someone, try linking that person with something that may help trigger name recall, like their hobby, work, background, or spouse. Another method is to associate the person with someone with the same name or a similar one, like a relative, celebrity, or movie character. Transience. Transience is the loss over time of certain memories like facts and events. To help retain specific memories, keep the information active in your memory; for instance, share it in conversation whenever possible, record it for future reference, and review related photographs. When to get checked If memory lapses become more frequent or substantial enough to interfere with your daily life or safety, you should get checked out, says Brody Magid. When speaking with your doctor, provide as much detailed information as possible surrounding your memory glitches. For instance, were you distracted because you were upset about something or were juggling too much at once? Does your memory recover in the moment, or does it take time for your brain to ""kick in""? Is there a pattern to your memory lapses? ""All of this background information can help your doctor determine if lifestyle factors or medical issues might be at play and need to be addressed, or if you need a formal examination at a memory clinic,"" says Brody Magid. Image: © Peter Dazeley/Getty Images",7,0.22021723,-0.12482555,True
