link,title,annotation
https://www.gmanetwork.com/news/lifestyle/healthandwellness/919519/sunshine-cruz-shares-fitness-journey-for-bench-fashion-week-pens-message-for-fellow-gen-x/story/,"Sunshine Cruz shares fitness journey for Bench Fashion Week, pens message for fellow Gen X",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/919385/samantha-bernardo-goes-on-social-media-detox-sometimes-all-we-need-is-a-break/story/,"Samantha Bernardo goes on social media detox: 'Sometimes, all we need is a break'",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/919277/4-tips-to-initiate-intimacy-in-relationships-according-to-a-sexologist/story/,"4 tips to initiate intimacy in relationships, according to a sexologist",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/919207/no-link-between-mobile-phones-and-brain-cancer-who-led-study-says/story/,"No link between mobile phones and brain cancer, WHO-led study says",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/919183/iza-calzado-recovering-from-pharyngitis-bronchitis-a-wake-up-call-to-be-more-mindful/story/,"Iza Calzado recovering from pharyngitis, bronchitis: 'A wake up call to be more mindful'",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/918978/kathryn-bernardo-welcomes-september-with-a-new-hairdo/story/,Kathryn Bernardo welcomes September with a new hairdo,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/918797/ldquo-kailangan-pala-ng-ganito-rdquo-a-barbershop-chain-openly-welcomes-all-genders/story/,'Kailangan pala ng ganito': A barbershop chain openly welcomes all genders,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/918749/refilling-stations-will-sprout-in-more-metro-manila-sari-sari-stores-starting-september/story/,Refilling stations will sprout in more Metro Manila sari-sari stores starting September,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/918732/angelu-de-leon-shares-how-she-dealt-with-depression-after-bell-s-palsy-diagnosis/story/,Angelu de Leon shares how she dealt with depression after Bell's palsy diagnosis,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/918681/consult-doctor-on-emergency-contraceptive-use-expert-advises/story/,"Consult doctor on emergency contraceptive use, expert advises",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/918457/fr-greg-boyle-us-presidential-medal-of-freedom-awardee-to-visit-ph-for-talk-on-hope-healing/story/,"Fr. Greg Boyle, US Presidential Medal of Freedom awardee, to visit PH for talk on hope, healing",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/918284/mother-with-vision-impairment-undergoes-surgeries-thanks-to-gma-kapuso-foundation/story/,Mother with vision impairment undergoes surgeries thanks to GMA Kapuso Foundation,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/918018/how-to-read-labels-of-beauty-products-according-to-experts/story/,"How to read labels of beauty products, according to experts",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/918183/david-licauco-basketball-skills-tiktok/story/,David Licauco shows off impressive basketball skills in TikTok video,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/918177/filipino-owned-nail-amp-lash-salon-opens-first-us-branch-in-beverly-hills/story/,Filipino-owned nail & lash salon opens first US branch in Beverly Hills,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/917852/carla-abellana-gets-hospitalized-prays-for-healing/story/,"Carla Abellana gets hospitalized, prays for healing",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/917820/japanese-woman-116-to-be-named-world-s-oldest-person/story/,"Japanese woman, 116, to be named world’s oldest person",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/917760/peta-condemns-manila-zoo-for-imprisoning-new-baby-lion-isla/story/,PETA condemns Manila Zoo for ‘imprisoning’ new baby lion Isla,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/917594/over-1-700-blood-bags-collected-in-gma-kapuso-foundation-donation-drive/story/,"Over 1,700 blood bags collected in GMA Kapuso Foundation donation drive",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/917550/what-is-mpox-everything-you-need-to-know-about-the-virus-that-is-now-global-concern/story/,What is Mpox? Everything you need to know about the virus that is now global concern,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/917523/inka-magnaye-shares-a-lifestyle-change-so-hard-but-well-worth-it/story/,Inka Magnaye shares a lifestyle change: 'So hard but well worth it',1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/917316/knocking-down-the-carriers-of-dengue/story/,Knocking down the carriers of dengue,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/917222/children-have-up-to-70-chance-of-getting-obesity-from-parents-expert/story/,Children have up to 70% chance of getting obesity from parents – expert,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/917202/liposuction-for-obesity-management/story/,Is liposuction effective for obesity management? Doctor explains,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/917101/how-iodized-salt-can-help-prevent-miscarriage-brain-damage/story/,"How iodized salt can help prevent miscarriage, brain damage",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/916947/supporting-your-loved-ones-with-diabetes/story/,Supporting your loved ones with diabetes,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/916939/angelique-manto-marks-28th-birthday-with-gorgeous-portraits/story/,Angelique Manto marks 28th birthday with gorgeous portraits,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/916837/jessa-zaragoza-undergoes-procedure-to-treat-vocal-polyps/story/,Jessa Zaragoza undergoes procedure to treat vocal polyps,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/916824/darren-espanto-discharged-from-hospital-after-appendicitis-attack/story/,Darren Espanto discharged from hospital after appendicitis attack,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/916816/alma-concepcion-urges-those-with-depression-to-get-professional-help/story/,Alma Concepcion urges those with depression to get professional help,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/916653/3-skincare-misconceptions-this-filipino-brand-owner-hopes-to-debunk/story/,3 skincare misconceptions this Filipino brand owner hopes to debunk,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/916621/world-hepatitis-day-2024-vaccination-and-testing-a-must-for-all-filipinos/story/,World Hepatitis Day 2024: Vaccination and testing a must for all Filipinos,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/916557/darren-espanto-taken-to-hospital-due-to-appendicitis/story/,Darren Espanto taken to hospital due to appendicitis,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/912187/therapy-horses-help-neurology-patients-regain-confidence-motor-skills/story/,"Therapy horses help neurology patients regain confidence, motor skills",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/912148/arnold-clavio-health-update-hemorrhagic-stroke/story/,Arnold Clavio shares health update after hemorrhagic stroke: 'Malakas na',1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/912011/hiking-titas-of-davao-conquer-mt-guiting-guiting-in-romblon/story/,'Hiking Titas' of Davao conquer Mt. Guiting-Guiting in Romblon,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/911680/how-is-arnold-clavio-doing-two-weeks-after-his-recent-health-scare/story/,How is Arnold Clavio doing two weeks after his recent health scare?,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/911608/woman-with-alopecia-brought-to-dermatologist-by-gma-kapuso-foundation/story/,Woman with alopecia brought to dermatologist by GMA Kapuso Foundation,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/911528/arnold-clavio-details-health-scare-road-to-recovery-on-unang-hirit-marami-pang-humps/story/,"Arnold Clavio details health scare, road to recovery on 'Unang Hirit': 'Marami pang humps'",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/911440/self-medication-amid-lack-of-transgender-health-care-in-ph-a-challenge-says-loveyourself-foun/story/,"Self medication amid lack of transgender health care in PH a challenge, says LoveYourself founder",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/911423/what-is-onic-kidney-disease-symptoms-risk-factors-prevention-and-treatment/story/,"What is Chronic Kidney Disease? Symptoms, risk factors, prevention and treatment",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/911354/boy-with-large-birthmark-brought-to-dermatologist-by-gma-kapuso-foundation/story/,Boy with large birthmark brought to dermatologist by GMA Kapuso Foundation,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/911210/baby-in-iligan-city-bitten-by-rat-while-asleep/story/,Baby in Iligan City bitten by rat while asleep,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/911140/sam-milby-reveals-he-has-type-2-diabetes/story/,Sam Milby reveals he has Type 2 diabetes,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/910866/what-is-q-fever/story/,What is Q fever?,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/910836/brothers-with-malnutrition-now-healthy-gma-kapuso-foundation/story/,Brothers with malnutrition now healthy after receiving aid from GMA Kapuso Foundation,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/910759/arnold-clavio-begins-physical-therapy-following-hemorrhagic-stroke/story/,Arnold Clavio begins physical therapy following hemorrhagic stroke,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/910694/bianca-umali-says-converting-to-bf-ruru-madrid-s-religion-was-a-personal-decision/story/,Bianca Umali says converting to BF Ruru Madrid's religion was a ‘personal decision’,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/910519/what-is-brain-aneurysm-symptoms-risk-factors-prevention/story/,"What is brain aneurysm? Symptoms, risk factors, prevention",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/910305/gabbi-garcia-khalil-ramos-cold-therapy/story/,"Gabbi Garcia, Khalil Ramos try out cold therapy for wellness",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/910298/gordon-ramsay-stresses-importance-of-wearing-a-helmet-after-getting-into-a-bike-accident/story/,Gordon Ramsay stresses importance of wearing a helmet after getting into a bike accident,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/910210/doh-early-detection-needed-for-scoliosis-treatment/story/,DOH: Early detection needed for scoliosis treatment,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/910163/arnold-clavio-assures-he-is-out-of-danger-following-hemorrhagic-stroke/story/,Arnold Clavio assures he is 'out of danger' following hemorrhagic stroke,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/910117/over-100-dads-in-negros-get-free-medical-screening-from-gma-kapuso-foundation/story/,Over 100 dads in Negros get free medical screening from GMA Kapuso Foundation,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/910061/what-is-hemorrhagic-stroke-symptoms-risk-factors-prevention/story/,"What is hemorrhagic stroke? Symptoms, risk factors, prevention",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/910057/arnold-clavio-details-recent-health-scare-catches-hemorrhagic-stoke-while-in-hospital/story/,"Arnold Clavio details recent health scare, receives hemorrhagic stroke diagnosis while in hospital",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/910010/filipino-conjoined-twins-surgical-separation-saudi-arabia/story/,Filipino conjoined twins undergo surgical separation in Riyadh thanks to Kingdom of Saudi Arabia,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/909993/quezon-city-introduces-transgender-health-care-program/story/,Quezon City introduces transgender health care program,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/909981/a-bini-themed-run-is-happening-in-manila-on-june-23/story/,A BINI-themed run is happening in Manila on June 23,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/909970/michelle-dee-answers-can-body-positivity-coexist-with-cosmetic-enhancements/story/,Michelle Dee answers: Can body positivity coexist with cosmetic enhancements?,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/909590/aubrey-miles-on-having-strh-marks-it-s-ok-to-have-them/story/,Aubrey Miles on having stretch marks: ‘It’s OK to have them’,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/909246/coleen-garcia-billy-crawford-weight-loss-issue/story/,Coleen Garcia addresses Billy Crawford's weight loss issue: 'It's not an unhealthy thing ',1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/908444/give-your-kids-gifts-to-last-a-lifetime/story/,Give your kids gifts to last a lifetime,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/909113/dealing-with-double-chin-here-are-3-ways-to-tone-tighten-the-chin-and-jaw-area/story/,"Dealing with double chin? Here are 3 ways to tone, tighten the chin and jaw area",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/909052/halsey-reveals-battling-lupus-as-she-releases-new-single-the-end/story/,Halsey reveals battling lupus as she releases new single 'The End',1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/908885/free-tooth-extraction-dental-cleaning-gma-kapuso-foundation/story/,"103 individuals receive free tooth extraction, dental cleaning from GMA Kapuso Foundation",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/908509/meryll-soriano-grateful-for-joem-bascon-s-understanding-as-she-battles-bipolar-disorder/story/,Meryll Soriano grateful for Joem Bascon's understanding as she battles bipolar disorder,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/908507/drinking-milk-fights-depression-improves-mental-health-nutrition-expert/story/,"Drinking milk fights depression, improves mental health — nutrition expert",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/908484/danica-sotto-undergoes-gallbladder-operation/story/,"Danica Sotto undergoes gallbladder operation due to ‘chronic pain, gallstones’",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/908386/quezon-city-lgbt-graduation-rites/story/,QC to hold graduation rites for queer people denied of marching in their schools,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/908358/bea-alonzo-on-her-future-self-i-think-she-ll-be-alright/story/,Bea Alonzo on her future self: 'I think she'll be alright',1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/908275/maricar-reyes-expired-contact-lenses/story/,Maricar Reyes endured 'excruciating eye pain' for 3 days after wearing expired contact lenses,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/907668/100-loom-weavers-in-la-union-get-free-hypertension-screening-from-gma-kapuso-foundation/story/,100 loom weavers in La Union get free hypertension screening from GMA Kapuso Foundation,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/907595/does-sexy-time-help-in-keeping-the-intimate-area-healthy-ob-gyn-answers/story/,Does sexy time help in keeping the intimate area healthy? OB-GYN answers,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/907574/a-mom-s-love-is-more-than-words/story/,A mom’s love is more than words,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/907371/how-often-should-you-wash-down-there-doctors-answer/story/,How often should you wash down there? Doctors answer,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/907215/beautician-tiktoker-and-other-trans-women-victims-share-their-botched-surgery-stories/story/,Beautician-TikToker and other trans women victims share their botched surgery stories,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/907134/boy-with-eye-tumor-brought-to-medical-specialists-by-gma-kapuso-foundation/story/,Boy with eye tumor brought to medical specialists by GMA Kapuso Foundation,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/907064/obesity-and-high-blood-sugar-play-ever-growing-role-in-ill-health-study-shows/story/,"Obesity and high blood sugar play ever growing role in ill-health, study shows",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/906853/what-is-reformer-pilates-and-where-can-you-try-it-in-manila/story/,What is Reformer Pilates and where can you try it in Manila?,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/906619/julia-barretto-hospitalized/story/,Julia Barretto reveals she was hospitalized,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/906390/mahalagang-parte-si-mama-sa-isang-batang-matibay/story/,Mahalagang parte si Mama sa isang Batang Matibay,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/906359/right-to-care-card-for-lgbtq-couples-announce-new-orientation-dates/story/,'Right to Care Card' for LGBTQ+ couples announces new orientation dates,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/906173/david-licauco-feeling-better-sleeping-better-sleep-apnea-surgery/story/,"David Licauco is feeling better, sleeping better following sleep apnea surgery",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/906014/most-filipinos-suffer-from-calcium-deficiency-dost-experts-alarmed/story/,"Most Filipinos suffer from calcium deficiency, DOST experts alarmed",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/906005/rica-peralejo-is-in-her-deconstruction-era-these-are-the-practices-that-changed-her-life/story/,Rica Peralejo is in her 'deconstruction era': These are the practices that changed her life,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/905991/david-licauco-thanks-fans-for-prayers-sleep-apnea-surgery/story/,David Licauco thanks fans for prayers following successful sleep apnea surgery,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/905771/luis-manzano-undergoes-biopsy-head-lump/story/,Luis Manzano undergoes biopsy after discovering head lump,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/900331/the-gift-of-learning-during-playtime/story/,The gift of learning during playtime,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/905268/need-a-massage-here-s-a-list-of-at-home-massage-services-in-metro-manila/story/,Need a massage? Here's a list of at-home massage services in Metro Manila,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/905332/us-panel-recommends-all-women-receive-breast-cancer-screening-from-40/story/,US panel recommends all women receive breast cancer screening from 40,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/905177/yasmien-kurdi-gives-birth-2nd-child-caesarean-section-birth-story/story/,"Yasmien Kurdi gives birth to 2nd child via caesarean section, shares birth story",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/905171/girl-extra-arm-back-surgery-gma-kapuso-foundation/story/,Girl with extra arm on her back undergoes surgery thanks to GMA Kapuso Foundation,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/905013/woman-chained-for-2-years-due-to-mental-illness-receive-support-from-kapuso-mo-jessica-soho-l/story/,"Woman chained for 2 years due to mental illness receive support from 'Kapuso Mo, Jessica Soho', LGU",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/904886/carla-abellana-opens-up-about-beauty-standards-i-wish-we-could-compare-ourselves-less-and-lov/story/,Carla Abellana opens up about beauty standards: ‘I wish we could compare ourselves less and love ourselves more’,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/904752/tattoo-faqs-how-can-you-tell-if-your-tattoo-is-infected-and-how-do-you-treat-it/story/,"Tattoo FAQs: How can you tell if your tattoo is infected, and how do you treat it?",1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/904636/ear-piercing-guide-for-first-timers-what-you-need-to-know-before-going-under-the-needle/story/,Ear piercing guide for first-timers: What you need to know before going under the needle,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/904627/bea-alonzo-shares-inspiring-quote-on-social-media-maybe-it-s-about-unbecoming-everything-that/story/,Bea Alonzo shares inspiring quote on social media: ‘Maybe it’s about unbecoming everything that isn’t really you’,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/904534/david-licauco-surgery-sleep-apnea/story/,David Licauco to undergo surgery for sleep apnea later this month,1
https://www.gmanetwork.com/news/lifestyle/healthandwellness/904520/money-problems-linked-to-anxiety-heart-disease-premature-death-study/story/,"Money problems linked to anxiety, heart disease, premature death — study",1
