link,title
https://www.thesummitexpress.com/2015/03/sleep-better-medical-expert-gives-16-uncommon-sleep-tips.html,16 uncommon tips to get better sleep
https://www.thesummitexpress.com/2020/01/doh-clarifies-31-not-56-persons-probed-novel-coronavirus.html,DOH clarifies 31 people probed for suspected nCoV; Duterte orders travel ban in Hubei
https://www.thesummitexpress.com/2020/01/ph-first-confirmed-case-traveles-cebu-dumaguate-asymptomatic.html,"PH's first nCoV patient traveled to Cebu and Dumaguete, now asymptomatic"
https://www.thesummitexpress.com/2020/01/patient-being-monitored-san-lazaro-hospital-dies-ncov.html,Chinese man being monitored for nCoV dies at San Lazaro Hospital
https://www.thesummitexpress.com/2020/01/doh-update-coronavirus-at-24-suspected-cases.html,DOH closely monitoring 24 suspected cases of novel coronavirus
https://www.thesummitexpress.com/2020/01/doh-warns-coronoavirus-cebu-from-china.html,DOH monitoring Chinese boy who tested positive of unidentified coronavirus
https://www.thesummitexpress.com/2019/09/doh-to-hire-26000-health-workers-2020.html,"DOH to continue hiring 26,000 health workers in 2020"
https://www.thesummitexpress.com/2019/09/celebrate-every-child-amazing-possibles.html,Celebrate every child's 'Amazing Possibles'
https://www.thesummitexpress.com/2019/08/workplace-stress-8-out-10-cry-at-work.html,Workplace stress: Study shows 8 out of 10 cry at work
https://www.thesummitexpress.com/2019/06/update-eddie-garcia-critical-condition-minimal-brain-activity.html,"Eddie Garcia still in critical condition, shows “minimal brain activity”"
https://www.thesummitexpress.com/2019/02/government-urged-psychologists-hire-mental-health.html,Government urged to hire psychologists to help workers’ mental health
https://www.thesummitexpress.com/2019/01/meningococcemia-rare-infection-disease-pateros-mayor-issues-statement.html,Meningococcemia rare disease scares Pateros residents; Mayor issues statement
https://www.thesummitexpress.com/2018/10/photos-kris-aquino-suffers-from-chronic-spontaneous-urticaria.html,PHOTOS: Kris Aquino suffers from Chronic Spontaneous Urticaria
https://www.thesummitexpress.com/2018/08/benefits-of-eating-healthy-why-your-kid-should-eat-like-a-pro.html,Benefits of eating healthy: Why your kid should #EatLikeAPro
https://www.thesummitexpress.com/2018/08/2-house-panels-clear-pnoy-over-dengvaxia-points-at-duterte-for-continuing-the-program.html,"2 House panels clear PNoy over Dengvaxia, points at Duterte for continuing the program"
https://www.thesummitexpress.com/2018/07/pinoy-scientists-invent-apparatus-that-can-detect-dengue-in-an-hour.html,Pinoy scientists invent apparatus that can detect dengue in an hour
https://www.thesummitexpress.com/2018/07/photos-doctor-laments-misleading-public-health-signage.html,LOOK: Doctor laments “misleading” public health signage
https://www.thesummitexpress.com/2018/06/family-seeks-help-justice-after-mom-undergoes-four-botched-operations-at-hospital.html,"Family Seeks Help, Justice after Mom Undergoes Four Botched Operations at Hospital"
https://www.thesummitexpress.com/2018/04/3-4-cups-of-coffee-a-day-lowers-risk-of-heart-disease-study.html,"3-4 cups of coffee a day lowers risk of clogged arteries and heart disease, study says"
https://www.thesummitexpress.com/2018/03/woman-suffers-stroke-not-moving-20-hours-mobile-phones.html,Woman suffers stroke for not moving for 20 hours while playing on her mobile phone
https://www.thesummitexpress.com/2018/03/asics-relay-2018-kicks-off-philippines-date-categories-fees.html,"ASICS Relay 2018 kicks off in the Philippines: date, categories, fees"
https://www.thesummitexpress.com/2018/03/persistent-fever-turns-out-to-be-rabies-incurable-disease.html," What started out as a persistent fever, turned out to be an incurable disease"
https://www.thesummitexpress.com/2018/03/woman-dyes-her-hair-every-month-for-10-years-liver-disease.html,"Woman dyes her hair every month for 10 years, suffers chronic liver disease"
https://www.thesummitexpress.com/2018/03/kuya-kim-atienza-shares-battle-with-rare-disease.html, Kuya Kim Atienza opens up about battling rare disease
https://www.thesummitexpress.com/2018/03/woman-almost-suffers-kidney-failure-no-water.html,VIRAL: Woman almost suffers from kidney failure for not drinking enough water
https://www.thesummitexpress.com/2017/09/young-girl-dies-of-japanese-encephalitis-je-pampanga.html,Young girl dies of Japanese encephalitis (JE) within 24 hours of onset of symptoms
https://www.thesummitexpress.com/2017/08/instagram-diagnose-depression.html,Instagram posts can diagnose depression better than doctors
https://www.thesummitexpress.com/2017/03/8-useless-healthy-habits.html,8 healthy habits that are actually useless
https://www.thesummitexpress.com/2017/03/bacon-heart-disease-stroke-diabetes.html,"Study links bacon to deaths due to stroke, heart attack, diabetes"
https://www.thesummitexpress.com/2017/03/viral-video-tilapia-skin-treatment.html,WATCH: Doctors use Tilapia skin to treat burn victims
https://www.thesummitexpress.com/2016/12/hiv-now-epidemic-among-young-filipinos.html,HIV now an epidemic among young Filipinos
https://www.thesummitexpress.com/2016/10/philippines-has-highest-number-of-depressed-people-sea.html,PH has highest number of depressed people in SEA - Hontiveros
https://www.thesummitexpress.com/2016/09/reason-men-should-not-put-cellphone-pocket.html, Why men shouldn’t put their phones inside their pockets? Here’s the surprising reason.
https://www.thesummitexpress.com/2016/08/hiv-aids-cases-in-philippines-increased-by-230-percent-2011-2015.html,HIV-AIDS cases in the Philippines increased by 230-percent
https://www.thesummitexpress.com/2016/08/pee-color-tells-health.html,What the color of your pee says about your health
https://www.thesummitexpress.com/2016/07/hontiveros-pushes-expanded-maternity-leave-law-2016.html,Hontiveros pushes Expanded Maternity Leave Law of 2016
https://www.thesummitexpress.com/2016/07/happy-couples-get-fat-study.html,Study says being happy in love makes you fat
https://www.thesummitexpress.com/2016/06/transient-smartphone-blindness.html,Use of smartphone in the dark may lead to temporary blindness
https://www.thesummitexpress.com/2016/06/selfies-damage-skin-study.html,"Selfies can damage the skin and make you look older, says dermatologists"
https://www.thesummitexpress.com/2016/06/hot-drinks-probably-carcinogenic-study.html,Steaming hot drinks “probably” carcinogenic - study
https://www.thesummitexpress.com/2016/06/c2-rong-do-excessive-lead-content.html,"Excessive lead content found in C2 green tea, Rong-Do energy drink in Vietnam"
https://www.thesummitexpress.com/2016/03/quark-henares-comment-directors-death.html,Direk Quark Henares blames “horrible working conditions” for recent deaths of directors
https://www.thesummitexpress.com/2016/03/photos-tree-man-from-bangladesh.html,LOOK: “Tree man” needs 15 operations to get rid of his massive warts
https://www.thesummitexpress.com/2016/02/ricky-reyes-says-former-employee-with-hiv-distorted-truth.html,Ricky Reyes camp says former employee with HIV “distorted truth” in discrimination case
https://www.thesummitexpress.com/2016/02/confirmed-filipino-in-honduras-infected-with-zika-virus.html,Cardiologist confirms Filipino in Honduras infected with Zika Virus
https://www.thesummitexpress.com/2016/01/5-things-you-need-to-know-about-zika-virus.html,5 things you need to know about 'latest health scare' Zika virus
https://www.thesummitexpress.com/2015/10/doh-confirms-mers-cov-patient-at-ritm-muntinlupa-dies.html,DOH confirms MERS-CoV patient at RITM in Muntinlupa dies
https://www.thesummitexpress.com/2014/12/doh-piccolo-is-still-top-cause-of-fireworks-injuries-67-percent.html,"DOH: Piccolo is still the top cause of fireworks injuries, 67 percent"
https://www.thesummitexpress.com/2014/08/5-ways-to-lose-unwanted-belly-fat-in-just-4-weeks.html,5 ways to lose unwanted belly fat in just 4 weeks
https://www.thesummitexpress.com/2014/05/watch-woman-cancer-cured-by-measles-virus.html,Watch: Woman's cancer cured by measles virus
https://www.thesummitexpress.com/2014/05/surigao-city-declares-highly-contagious-measles-outbreak.html,Surigao City declares 'highly-contagious' measles outbreak
https://www.thesummitexpress.com/2014/05/doh-msd-now-ready-for-7th-cervical-cancer-awareness-month-may-2014.html,"DOH, MSD now ready for 7th Cervical Cancer Awareness Month (May 2014)"
https://www.thesummitexpress.com/2014/04/doh-says-ofw-from-uae-no-longer-positive-for-mers-coronavirus.html,DOH says OFW from UAE no longer positive for MERS-Coronavirus
https://www.thesummitexpress.com/2014/04/doh-confirmed-deadly-virus-merscov-now-in-the-philippines.html,DOH confirmed deadly virus MERSCoV now in the Philippines
https://www.thesummitexpress.com/2014/04/doh-warns-against-heat-stroke-this-summer-2014.html,DOH warns against heat stroke this Summer 2014
https://www.thesummitexpress.com/2014/02/senator-pia-cayetano-backs-medical-care-for-persons-with-rare-disease.html,Sen. Pia Cayetano backs medical care for persons with rare disease
https://www.thesummitexpress.com/2014/01/measles-outbreak-in-manila-no-new-virus-strain-says-doh.html,Measles outbreak in Manila: 'No new virus strain' says DOH
https://www.thesummitexpress.com/2013/08/prb-medicine-issue-position-on-stem-cell-therapy.html,PRB of Medicine issue Position on Stem Cell Therapy
