link,title,content,author,date,annotation
https://www.health.harvard.edu/staying-healthy/want-a-stronger-core-skip-the-sit-ups,Want a stronger core? Skip the sit-ups,"Sit-ups once ruled as the way to tighter abs and a slimmer waistline. Now plank exercises, in which you assume a position and hold it, are the gold standard for working your core, while classic sit-ups and crunches have fallen out of favor.
        Why planks over sit-ups?
        One reason is that sit-ups are hard on your back. They push your curved spine against the floor and work your hip flexors, the muscles that run from the thighs to the lumbar vertebrae in the lower back. When the hip flexors are too strong or too tight, they tug on the lower spine, which can create lower back discomfort.
        In addition, plank exercises recruit a better balance of muscles on the front, sides, and back of the body than sit-ups, which target just a few muscles.
        
    

        
            You might also be interested in...
        

        

            

                

                    

                

            

            

                
    Harvard Health Publishing’s  6-Week Plan for Healthy Eating


                
                    This week-by-week plan, The Harvard Medical School 6-Week Plan for Healthy Eating, will help you transform your eating habits into a program of nutritious and delicious food choices that can last a lifetime. Applying the latest results from nutrition science, Harvard experts take you by the hand and guide you to create an eating plan to improve heart health, longevity, energy, and vitality.
                

                
    
        
            LEARN MORE
        
        
    


            

            
        

    
Finally, activities of daily living such as bathing, getting out of bed, or walking, as well as sports and recreational activities, call on your muscles to work together, not in isolation, while sit-ups or crunches strengthen just a few muscle groups. Through dynamic patterns of movement, a good core workout like plank exercises helps strengthen the entire set of core muscles you use every day, leaving you with a stronger and more balanced body.
        For more strategies on how to build up your core strength, read Core Exercises, a Special Health Report from Harvard Medical School.
        
          
            Image: © JohnnyGrieg/Getty Images",Unknown,"June 3, 2024",1
https://www.health.harvard.edu/nutrition/are-you-getting-essential-nutrients-from-your-diet,Probiotics and prebiotics: what's really important,"Probiotics and prebiotics are a hot topic these days. You've likely seen many ads on television and online for supplements and foods that promise to deliver helpful bacteria and their benefits. Here's what you need to know before purchasing these products.
        Your large intestine contains 100 trillion ""good"" bacteria that are essential to health. Called the microbiome, these beneficial microbes help maintain healthy bowel function, and may even help with conditions like inflammatory bowel disease. Research suggests they may even play a role in regulating weight and mood.
        Everyone starts with their own unique microbiome at birth. We add to these through the foods we eat.
        Here are some of the best ways to add healthful bacteria to your microbiome:
        
          Yogurt and kefir. Be sure to look for the words ""live and active cultures"" on the label to make sure you are getting live cultures.
          Fermented foods. Beneficial microbes are the ""cooks"" for some familiar foods. For example, they turn cabbage into sauerkraut, cucumbers into sour pickles, soybeans into miso, and sweetened tea into kombucha. When the products have been pasteurized — as most packaged fermented foods are — the microbes will be dead. The best solution is to buy from delis where they do the pickling themselves, or natural food stores that carry fermented foods. Or make your own; you can find clear and easy instructions in books and online.
        
        There are also probiotic supplements on the market, of course. But none have proven medical indications. It's best to stick with dietary sources rich in pre- and probiotics. 
        You can help your body produce healthy gut bacteria. Here's how:
        
          Include plenty of foods rich in insoluble fiber, which tend to contain the most prebiotics. You'll find them whole-grain products such as oatmeal and whole-grain breads, as well as in vegetables like asparagus, leeks, onions, and garlic, and starchy vegetables like sweet potatoes and corn. Beans, lentils, and peas are also good sources.
          Limit sugar, saturated fat, and processed foods. These can deplete the good bacteria in the gut. As always, try to stick with whole, unprocessed foods.
        
        For more on how to protect your digestive health, check out Making Sense of Vitamins and Minerals, a Special Health Report from Harvard Medical School.
        
          Image: © Elena Nechaeva | GettyImages",Unknown,"June 3, 2024",1
https://www.health.harvard.edu/healthbeat/how-to-silence-snoring,How to silence snoring,"Snoring is generally harmless, but it can be annoying, especially for your bed partner. Fortunately, you can take steps to alleviate the problem. Start by making lifestyle changes and trying simple home remedies. You can also try one of the many products marketed as stop-snoring aids.
        But if you snore and you also wake up gasping for air or frequently feel sleepy or tired during the day, you likely have sleep apnea. Sleep apnea can cause hypertension and more serious medical problems. Consult a doctor if your snoring affects the quality of your sleep.
        
          Lifestyle changes and home remedies
        
        You can try these do-it-yourself suggestions to help keep your airway open during sleep:
        Avoid alcohol — or don't drink alcohol within three hours of bedtime. This will help prevent your airway muscles from becoming slack while you sleep.
        Lose weight if you are overweight or obese. Extra fat tissue in the neck and throat can narrow the airways. Losing some weight could help to open the airways for someone who is overweight or obese, although many people who are lean also snore.
        Try home remedies for nasal obstruction issues. If your nose is stuffy due to mucus, try rinsing your sinuses with saline. If you have allergies, reduce dust mites and pet dander in your bedroom or use an allergy medication. If swollen nasal tissues are the problem, a humidifier or medication may reduce swelling.
        If you smoke, quit. In addition to smoking's many other negative health effects, people who smoke are also more likely to snore. Possible reasons include nightly nicotine withdrawal, which can disrupt sleep, as well as increased swelling and irritation in the upper airway. In fact, even secondhand smoke from another member of your household may increase your risk of snoring.
        Sleep on your side or elevate your head. When you sleep flat on your back, your tongue falls back and presses against the top of your airway, so sleeping on your side may help. To help you stay on your side, try pressing a long, oversized body pillow against your back. You can also wear a small fanny pack filled with tennis balls, or tape a tennis ball or rolled-up pair of socks to the back of your pajamas. This makes lying on your back uncomfortable.
        Or you can try elevating your head by using an extra pillow or a wedge pillow, or by propping up the head of your bed using blocks of wood under the top of the bed frame.
        These lifestyle changes and home remedies may help with simple snoring. However, if you have periods of gasping during sleep or excessive daytime sleepiness as well as snoring, it could be sleep apnea and let your doctor know.
        To learn more about the impact of snoring and sleep apnea on your health, check out Snoring and Sleep Apnea from Harvard Medical School.
        
          
            Image: Wavebreakmedia/Getty Images",Unknown,"June 3, 2024",1
https://www.health.harvard.edu/staying-healthy/can-you-become-a-super-ager,"Can you become a ""super-ager""?","The 2024 presidential election, in which the two leading candidates will turn 78 and 82 during the year, has raised the issue about cognitive health as people age.

But individuals known as ""super-agers"" have shown that for some, age really is only a number. ""Super-agers are known to maintain peak mental prowess well into their 90s and avoid Alzheimer's disease and other dementias,"" says Dr. Daniel Daneshvar, chief of the Division of Brain Injury Rehabilitation at Harvard-affiliated Spaulding Rehabilitation Hospital. ""While the general thinking is that memory declines and brain functions slow as we age no matter what, studies on super-agers suggest this is not inevitable, and there may be ways to maintain high levels of cognitive function for much longer in life.""

The aging brain

The average brain declines in volume and weight by about 5% per decade after age 40, with a steeper decline after age 70. Brain shrinkage particularly affects the brain regions involved with learning and memory, like the frontal lobe and hippocampus. A smaller brain volume is also linked to less robust communication between brain regions, which leads to slower processing speed and can impair other cognitive functions.

""These usual age-related brain changes can affect thinking and make it harder to recall words and names, focus on tasks, and process new information,"" says Dr. Daneshvar.

The brains of super-agers, however, shrink at about half the average rate, and their memory and cognitive skills stay on par with younger brains. What goes on inside super-ager brains that accounts for this? Harvard investigators, publishing in the November 2021 issue of Cerebral Cortex, offer a clue.

They recruited 40 older adults who were identified as super-agers. The super-agers took a memory test while their brains were scanned with functional magnetic resonance imaging (fMRI), which shows the activity of different brain areas. For comparison, the researchers also carried out the memory test and fMRI scan on 41 young adults (average age 25). The super-agers performed similarly to the younger people on the memory tests. The fMRI also showed that activity in the super-agers' visual cortex, the brain area that processes visual input, was similar to that in the younger brains.

What's super about super-agers?

Studies have found that genetics is the greatest component in the state of aging brains.

""Science has identified about 100 genes common among super-agers, although it's unclear which ones in particular are linked with neurological benefits,"" says Dr. Daneshvar. ""If you win the lottery and are born with those genes, you have a good chance of becoming a super-ager."" But what if your genetic scratch-off is a bust? Can you still be a winner with super-aging?

""Super-agers also tend to follow a healthy lifestyle, and many reach their 90s free of problems like heart disease, diabetes, and high blood pressure,"" says Dr. Daneshvar. Here's a look at the healthy daily habits of many super-agers and how they may help protect your brain.

Eat more ""superfoods."" Many super-agers follow diets rich in foods high in antioxidants, polyphenols, and omega-3 fatty acids. These nutrients have been shown to fight inflammation and help protect the body from disease-causing cell damage. Examples include berries, whole grains (oatmeal, quinoa), fatty fish (salmon, trout), nuts (walnuts, almonds), olive oil, cruciferous vegetables (broccoli, brussels sprouts, cauliflower), avocados, and green tea.

Unsurprisingly, these foods are staples in many plant-based diets associated with brain and heart health, like the MIND, DASH, and Mediterranean diets. It's not certain which of the foods or amounts are ideal, so focus on meals that contain a variety of them.

Be more active. Super-agers tend to engage in more physical activity. Regular exercise has been found to help maintain brain volume and cognitive function, even if you begin later in life. Exercise sparks physiological changes in the body, such as the production of growth factors — chemicals that enhance brain cell function and survival and can actually stimulate formation of new brain cells. Many studies have suggested that the parts of the brain that control thinking and memory are larger in volume in people who exercise than in people who don't.

It doesn't matter what type of exercise you do. Research has found that walking, swimming, other aerobic activity (especially high-intensity interval training, or HIIT), strength training, tai chi, and yoga are all associated with improved memory. But consistency is key. ""Being active on a regular basis leads to greater brain benefits,"" says Dr. Daneshvar.

Be more social. Super-agers tend to have more social interactions. Studies have shown that regular social engagement is associated with healthier brains. The opposite is also true: social isolation is linked to lower volume of gray matter in brain regions related to cognition.

Challenge yourself. Super-agers challenge their brains, and studies have shown that learning new things as you age aids memory. For instance, study a second language, learn a musical instrument, or adopt a new hobby.

Get good sleep. Super-agers also prioritize sleep. (Guidelines suggest seven to nine hours nightly.) ""During sleep, the brain clears away metabolic waste that builds up early in the development of Alzheimer's disease,"" says Dr. Daneshvar. A study in the November 2022 issue of the journal Sleep found that trouble falling or staying asleep three or more nights per week for three months boosted the risk for worsening memory in older adults.

Image: © Deagreez/Getty Images",Matthew Solan,"June 1, 2024",1
https://www.health.harvard.edu/exercise-and-fitness/try-this-get-low-with-deep-squats,Try this: Get low with deep squats,"In many Asian countries, the deep squat is learned at an early age — knees fully bent, hips flexed, heels down, with the buttocks low to the ground. The posture is used for eating, reading, socializing, relaxing, and some household chores. It's also a sign of fitness as it requires flexibility and mobility at the hips, knees, and ankles, and lower-back strength, to drop into the squat, hold it, and rise.
        Most people find a deep squat challenging at first. But with practice, one can enjoy the many benefits of ""going low."" (Check with your doctor first if you have any knee, ankle, or hip issues.)
        1. Position yourself within easy reach of a sturdy waist-high stabilizer, such as a table or chair back.
        2. Plant your feet shoulder-width apart or slightly wider with your toes pointed slightly outward.
        3. Holding on to the support, slowly lower your weight until you're in a traditional sitting position. Find your balance, and then squat as low as comfortable while still holding the support. Your heels may come off the floor at first, but as you progress, strive to keep your feet flat.
        4. Try to hold this position for 10 to 20 seconds and then use the support, if needed, to stand. Rest for a minute and repeat two to three more times, resting in between.
        As you progress, try to go deeper into the squat, hold each squat longer, and eventually avoid using any support.
        
          
            Image: © Maki Nakamura/Getty Images",Matthew Solan,"June 1, 2024",1
https://www.health.harvard.edu/exercise-and-fitness/3-kettlebell-moves,3 kettlebell moves,"There are many ways to exercise at home using only your body weight, but investing in kettlebells can expand your workout repertoire.
        ""Kettlebells don't take up much room, as you can easily store them under the bed, and you can use them to do virtually any type of movement for an all-around workout that hits the major muscles,"" says Nadia Havens, a strength and conditioning specialist with Harvard-affiliated Massachusetts General Hospital.
        Kettlebells look like balls or bells with handles on top. They range in weight from five to 30 pounds and higher. Unlike a dumbbell, the kettlebell's weight is offset from the handle. This can make for a more challenging workout, as you need a combination of muscle strength, balance, core stability, flexibility, and coordination to control the kettlebell weight. ""Also, for some people, kettlebells are more comfortable to hold and move in your hand, so people of any age can use them with greater confidence,"" says Havens.
        Begin with a moderately challenging kettlebell weight — one that lets you do five to 10 good repetitions of an exercise. ""If you are not fatigued by the end, it's too light,"" says Havens. As you progress, invest in a few heavier kettlebells, or alter the tempo so that the exercise movement is slower.
        Here are three kettlebell moves to get you going. Depending on your overall health and medical history, it may be a good idea to check with your doctor before trying kettlebell exercises, especially if you have osteoporosis or problems with balance.
        Swings
        Swings target the buttocks, hips, backs of the thighs, and lower back. They also can improve your posture, since you engage your back and core muscles during the movement. The swing is a simple three-step exercise:
        1. Stand with your feet shoulder-width apart and knees slightly bent. Hold a kettlebell with both hands using an overhand grip, arms extended down in front of you, so the kettlebell hangs between your legs.
        2. Bend your knees further and push your hips back until the kettlebell is between and behind your legs. Then straighten up as you swing the kettlebell up to the level of your chest or eyes.
        3. Let the weight swing back down between your legs as you bend at your hips and slightly bend your knees again. This returns you to the starting position. Swing up again and continue to repeat this back-and-forth swinging motion.
        Begin with a light weight to get a feel for the swinging movement. Also, use a kettlebell with a handle wide enough to grip with two hands, and consider wearing weight-lifting gloves, as some kettlebell handles can be slippery.
        Do up to 10 swings, or as many as possible while keeping good form. Rest and repeat the sequence up to two more times. Another approach is to do intervals, where you swing for 30 seconds followed by a 30-second rest period and repeat the cycle three to five times.
        Havens recommends having a trainer show you how to execute a proper swing before trying it on your own. ""Many people squat during swings to help propel the weight up, but you want to thrust your hips forward during the upward swing,"" she says. ""This is a more explosive movement than rising from a regular squat, and it works the buttock and thigh muscles more.""
        Halos
        This movement works the abdomen, back, and shoulders.
        1. Stand with your feet shoulder-width apart. With both hands, hold a kettlebell over and behind your head.
        2. Keeping your lower body stationary and your abdominal muscles tight, circle the kettlebell clockwise over your head four or five times. Then circle counterclockwise four or five times. This completes one set. Rest and repeat twice.
        To make it easier, make smaller circles or use a lighter kettlebell. For a challenge, do up to 10 circles each way, make larger circles, or use a heavier kettlebell.
        Farmer's walk
        This exercise works your arms, shoulders, and upper back.
        1. Hold a kettlebell in each hand, like you're carrying buckets, with your head up and shoulders back.
        2. Take 20 steps and then turn around and walk back to the starting point to complete one rep. Repeat three to five times.
        Another option is to hold a kettlebell only in one hand and walk the same distance. (Make sure you don't lean to the side as you walk.) Repeat while holding the kettlebell in the other hand. These movements strengthen your core and buttock muscles and help you carry everyday objects with better control.
        A variation to the farmer's walk is the goblet carry. Grab a kettlebell by the handle with two hands and hold it in front of your face as if you're about to take a sip from the handle. Then walk 20 steps out and then turn around and walk back. Repeat three to five times.
        
          
            Image: © gorodenkoff/Getty Images",Matthew Solan,"June 1, 2024",1
https://www.health.harvard.edu/heart-health/how-low-should-ldl-cholesterol-go,How low should LDL cholesterol go?,"When it comes to reducing ""bad"" low-density lipoprotein (LDL) cholesterol levels, how low should you go? ""People who are at high risk for cardiovascular diseases can benefit from driving LDL levels as low as possible to help reduce their risk for heart attacks and strokes,"" says cardiologist Dr. Christopher Cannon, editor in chief of the Harvard Heart Letter. ""Across many large clinical trials, for LDL, the lower the better.""
        The good and the bad
        Cholesterol is a fatty substance that occurs naturally in the body. The body uses it to make cell membranes and certain hormones. The fat you consume from food is absorbed in the intestine and transported to the liver, which converts it into cholesterol and then releases it into the bloodstream.
        Eating high-cholesterol foods often has only a modest impact on cholesterol in the blood, but many such foods are also high in saturated fats, which have a greater effect on cholesterol levels. ""Most of your cholesterol level is determined genetically,"" says Dr. Cannon.
        There are two main types of cholesterol: LDL and high-density lipoprotein (HDL).  LDL is called ""bad"" because excess amounts in the bloodstream can lodge inside artery walls. These deposits, called plaques, can rupture and trigger clotting that blocks blood flow to the heart or brain, causing a heart attack or stroke.
        By comparison, HDL has in the past been considered ""good"" because some forms of HDL collect excess cholesterol from the bloodstream and artery walls. Still, notes Dr. Cannon, ""many clinical trials have found that raising blood levels of HDL does not lower the risk of heart attack or stroke, so the focus is on lowering LDL.""
        By the numbers
        Current guidelines from the American Heart Association and the American College of Cardiology set optimal LDL levels for the general population at below 100 milligrams per deciliter (mg/dL); 100 to 159 mg/dL is deemed high, and 160 mg/dL and higher is considered dangerous.
        People with known cardiovascular disease should aim for LDL levels below 70 mg/dL. ""Thus, across the spectrum of patients, the higher risk ones have a lower goal for LDL,"" says Dr. Cannon.
        Besides high LDL levels, having one or more other factors also can contribute to your cardiovascular risk, such as
        
          a family history of premature heart disease (a father or brother who was diagnosed at 55 or younger, or a mother or sister diagnosed before age 65)
          smoking
          obesity
          diabetes
          high blood pressure
          low levels of HDL (below 40 mg/dL).
        
        Why the focus on 70 mg/dL? ""Studies have shown that when LDL falls below this number, plaques in arteries get smaller and they stabilize, which lowers the risk for heart attacks and stroke,"" says Dr. Cannon.
        But how far below 70 mg/dL should you go? Clinical trials have shown and European guidelines recommend that people with cardiovascular disease at the highest risk should aim for LDL levels below 55 mg/dL. Dr. Cannon notes that the U.S. guidelines have not been updated since 2018, and believes they will eventually follow Europe's lead and make 55 mg/dL the new target for high-risk individuals.
        What about people who are not at high risk? In most people in this group, LDL levels between 100 and 130 mg/dL may be acceptable. ""However, we still generally aim for LDL levels below 100, since benefits have been seen in trials that look at ways to prevent cardiovascular disease,"" says Dr. Cannon. ""Ultimately, your doctor can suggest the ideal target LDL based on your cardiac risk factors and history.""
        Lifestyle and medications
        The first step to lowering high LDL levels is making dietary changes — cutting down on saturated fat by adopting a heart-healthy diet like the Mediterranean, DASH, or other similar plant-based diets — losing weight, and increasing exercise.
        But often medication is needed to help drive down very high LDL levels and keep them low. This usually begins with a type of drug called a statin.
        Statins work to lower LDL by blocking an enzyme in the liver that helps make cholesterol. The drugs also have anti-inflammatory properties, and inflammation is a known contributor to plaque buildup. Another benefit: statins help prevent plaques from breaking open and releasing chemicals that stimulate blood clot formation, which leads to heart artery blockage and a heart attack. Depending on your LDL level, your doctor will recommend the best statin and dosage for your situation.
        The downside to statins is the possible side effects. The most common are achy muscles. If this happens to you, your doctor can temporarily lower the dose or switch to a different statin.
        While statins are the first-line drug choice, three other classes of medications also can help reduce LDL — ezetimibe (Zetia), bempedoic acid (Nexletol), and PCSK9 inhibitors (Repatha, Praluent, or Leqvio). ""Any of the three can be added to or substituted for statin therapy if people have not reached their LDL goal, or if they cannot tolerate statin side effects,"" says Dr. Cannon.
        Ezetimibe blocks cholesterol absorption in the intestine. Bempedoic acid and PCSK9 inhibitors work on liver cell receptors to increase the uptake and destruction of LDL cholesterol, thereby lowering LDL blood levels.
        Can your LDL be too low? Not really, says Dr. Cannon. ""Driving down LDL to really low levels might increase the risk of medication side effects, but there are no problems directly related to very low LDL levels.""
        
          
            Image: © Diki Prayogo/Getty Images",Matthew Solan,"June 1, 2024",1
https://www.health.harvard.edu/exercise-and-fitness/want-better-sleep-aim-for-at-least-an-hour-of-exercise-per-week,Want better sleep? Aim for at least an hour of exercise per week,"Regular exercise promotes better sleep quality and reduces the risk for insomnia. But how much exercise does it take to get sleep benefits? A study published online March 26, 2024, by BMJ Open suggests an answer. Researchers evaluated the sleep questionnaire responses of about 4,400 people (ages 39 to 67) in Europe. Participants reported on their overall health and various aspects of their physical activity and sleep habits (including how long they usually slept each night and any insomnia symptoms they had, such as difficulty falling asleep, nighttime awakenings, or daytime sleepiness). Answers were collected at two points in time, 10 years apart. People who said that they exercised at least twice a week (for a total of at least an hour a week) for the entire 10 years were much less likely to report sleeping difficulties compared with people who reported that they were either inactive or less active during the study period. The study is observational and can't prove conclusively that exercising an hour or more per week will improve sleep. But we know that any amount of exercise is beneficial for health. This study provides an additional incentive to get more active.
        
          
            Image: © kali9/Getty Images",Heidi Godman,"June 1, 2024",1
https://www.health.harvard.edu/exercise-and-fitness/what-you-need-to-know-about-electric-bicycles,What you need to know about electric bicycles,"Bicycle riders are abuzz with the latest advances in pedal power, called electric bicycles or e-bikes. Sales have been brisk, with the number of e-bikes sold annually in the United States quadrupling between 2018 and 2022 (to 1.1 million), and still climbing.
        What's the big deal? The two-wheelers operate on pedal power and an electric motor, making them handy on hilly terrain and helpful for people with physical limitations. But e-bikes have certain risks. Here's what you need to know about the souped-up cycles.
        
          
            
              
                Get the right bike fit
                Whether you want to ride an electric bike or a conventional one, try to get a professional bike fitting.
                ""You'll need easy access to the brakes and shifters, which may require handlebar adjustments. And you'll need the right saddle [seat] height, width, and adjustment. This will help accommodate body limitations you have, such as limited knee range of motion or arthritis in the spine. Ask a bike shop where you can find a certified fitter,"" suggests Karen Zunti, a physical therapist with the Cycling Medicine Program at Harvard-affiliated Spaulding Rehabilitation Network.
              
            
          
        
        How does it work?
        An e-bike looks like a regular bicycle. It has a built-in electric motor powered by a lithium-ion battery.
        When the motor is off, the bike functions like a regular bicycle. When the motor kicks on—which can occur when you reach a certain speed or when you flip a switch—pedaling becomes easier. ""Riding an e-bike feels like you're using an easier gear when you're really using a harder one. It puts less compression on your joints than a conventional bike, so it takes less effort to go at any given speed. That's helpful if you have joint pain or diminished strength or endurance. And if you want to ride with your friends or grandkids, you can keep up with them,"" says Karen Zunti, a physical therapist with the Cycling Medicine Program at Harvard-affiliated Spaulding Rehabilitation Network.
        And even though the workout is less intense, you might be able to ride an e-bike for a longer period of time than a conventional bike, so you can still get the exercise benefits.
        E-bike speeds
        The speed of your e-bike depends on its particular class. The lowest class (Class 1) has a motor that works only as you pedal and won't help once you reach 20 mph. The highest class (Class 3) works the same way, but the motor will boost you until you reach 28 mph.
        Class 2 e-bikes also can assist you as you pedal, up to 20 mph, but unlike the others, they work if you want to ride without pedaling: there's a throttle on the handlebars that provides direct power to the motor (like a motorized scooter).
        Zipping along at 20 mph or more can be risky if you haven't ridden a bike since you were a kid. ""If you aren't used to riding at 10 or 12 mph — which is probably the speed you'd use for cruising around your neighborhood — you won't be able to handle it at 20 mph, and you probably won't have the skills to stop, turn, or navigate around something quickly,"" Zunti says. ""That's often when accidents happen.""
        Note: E-bike regulations (registration, insurance requirements, and helmet laws) vary from state to state.
        Other e-bike drawbacks
        In addition to speeds you might not be used to, e-bikes have a few other drawbacks to consider.
        Price. E-bikes are expensive, ranging from about $400 to $6,000 or more. Good ones average about $1,500 to $2,000. Some states offer rebates for up to 30% of the cost.
        Weight. Because e-bikes have motors and batteries, the average weight is about 50 pounds, compared to about 20 pounds for a conventional bicycle. If you need to lift a heavy e-bike onto a bike rack, you might injure your back, shoulder, wrist, or elbow.
        Batteries. You must keep an e-bike motor charged. If the battery runs out while you're on the road, you'll be stuck with a heavy bike you have to pedal home or back to your car. Plus, e-bike battery safety isn't yet regulated everywhere (though that's in the works). Reports of battery fires have prompted some cities to enact safety laws and offer free battery swaps.
        Should you try riding one?
        To ride an e-bike, you need to be able to balance on a bike, turn your head, and see on either side of you (that is, you need good peripheral vision). So e-bikes probably aren't right for people with severe vision or balance problems.
        It's also very important for you to wear a helmet, follow traffic laws, and use hand signals. If you can check all of those boxes, riding an e-bike might be a way to keep you in the saddle long after you thought your pedaling days might be behind you.
        
          
            Image: © amriphoto/Getty Images",Heidi Godman,"June 1, 2024",1
https://www.health.harvard.edu/nutrition/more-evidence-that-ultra-processed-foods-harm-health,More evidence that ultra-processed foods harm health,"Need more reasons to stop eating ultra-processed food? How about 32 of them? That's the number of health problems noted in the largest-ever review of studies about the dangers of diets high in ultra-processed foods. The findings, published online Feb. 28, 2024, by The BMJ, come from a review of 45 analyses published in the last three years, involving about 10 million people in total. When scientists graded the evidence, they found the most convincing or highly suggestive evidence linked diets rich in ultra-processed foods with increased risks for premature death, cardiovascular disease, mental health disorders, diabetes, obesity, and sleep problems. Associations between ultra-processed foods and asthma, gastrointestinal disease, some cancers, and other health issues were limited, the authors say, and need further investigation. What, exactly, are ultra-processed foods? They're ready-to-eat products such as deli meat, microwaveable dinners, or chips. They typically have long ingredients lists, with lots of additives such as preservatives, oil, sugar, salt, coloring, and flavoring. You'll do yourself a favor if you can cut them out of your diet as much as possible and replace them with less-processed options or (best of all) whole foods.
        
          
            Image: © Rattankun Thongbun/Getty Images",Heidi Godman,"June 1, 2024",1
https://www.health.harvard.edu/heart-health/is-niacin-safe-for-the-heart,Is niacin safe for the heart?,"Q. 
          I've been taking a product called Niagen (nicotinamide riboside) as an anti-aging supplement. But I recently read that niacin may increase the risk of heart disease. Could that be a concern with Niagen as well?
        
        A. Niacin, also known as vitamin B3, is a water-soluble vitamin that helps your body convert food into energy. Niacin is the generic name for nicotinic acid and nicotinamide (also called niacinamide) and related derivatives such as nicotinamide riboside, the product you take.
        Niacin occurs naturally in many foods, including poultry, nuts, beans, and grains. It's also found in multivitamin supplements, B complex supplements, and supplements containing only niacin. Nicotinic acid and nicotinamide are the two main forms found in supplements. High-dose nicotinic acid is also available as a prescription medication for improving blood lipid levels.
        Niacin can lower triglycerides and raise high-density lipoprotein levels, usually requiring 1,500 to 2,000 milligrams (mg) a day to achieve this. However, prescription niacin has not been shown to lower the risk of death, heart attack, or stroke. A large study of more than 25,000 patients tested niacin in combination with cholesterol-lowering statin drugs found little additional benefit when compared with statins alone. What's more, high-dose niacin was associated with many worrisome side effects, including a higher risk of new-onset diabetes, worsening control of diabetes in those already had it, and a higher risk of serious gastrointestinal symptoms requiring hospitalization.
        As a result, in 2016, the FDA withdrew its approval of niacin for use in combination with statins or other lipid-lowering agents. Since then, niacin use in people with heart disease has fallen.
        The recent news about niacin you're referring to comes from a study of about 1,100 people with heart disease who were followed for three years. Researchers found that higher blood levels of two breakdown products of excess niacin were linked to an increased risk of heart attack and stroke. However, they had no information about the participant's dietary niacin intake, and because this wasn't a clinical trial, the results cannot prove that niacin is to blame for this observation.
        In addition, we know that the amount of niacin found in multivitamins is not harmful. According to the NIH Office of Dietary Supplements, the daily upper limit (the largest daily intake of a nutrient considered safe for most people) for niacin from dietary supplements is 35 mg for adults. Nicotinamide has fewer side effects than nicotinic acid. But at high doses — 500 mg per day or more — nicotinamide can cause diarrhea and easy bruising and can increase bleeding from wounds. So that's something to keep in mind when taking nicotinamide supplements. Also, based on the scientific evidence to date, this supplement appears to have little benefit for people.
        
          
            Image: © Drypsiak/Getty Images","Christopher P. Cannon, MD","June 1, 2024",1
